제목 형태소,본문 형태소
"['너', '네', '스토리', '에', '하나', '도', '안', '친한', '애가']","['친친', '설정', '해', '놓으면', '무슨', '생각', '함', '난', '별', '생각', '없는데', '그거', '신경', '쓰는', '애', '들', '도', '있더라고', '그래서', '말', '인데', '짝남', '친친', '에', '넣어도', '되겠지', '일단', '짝남', '이', '맞는지는', '모르겠음', '내', '가', '걜', '좋아하는', '건지', '아닌지', '나도', '잘', '모르겠는데', '하루', '에도', '몇', '번', '씩', '걔', '인스타', '들어가', '보고', '걔', '생각', '하면', '입', '꼬리', '는', '올라가는데', '딱히', '설레지는', '않', '음', '나', '고이', '고', '짝남', '고', '동아리', '에서', '걔', '가', '먼저', '나', '한테', '인사', '해서', '알', '게', '됐는데내가', '그', '선배', '보고', '반한', '것', '같기도', '해동', '이', 'ㅡ', '리', '에서', '진짜', '그', '선배', '가', '나', '한테', '아주', '가끔', '말', '걸고', '장난', '침', '엠비티아이', '는', '래', '난', '한', '번', '도', '말', '안', '걸어', '봣', '다', 'ㅠ', '참고', '로', '동아리', '에', '학년', '나', '밖에', '없음', '나머지', '학년', '끼리', '다', '친한', '상황', '인데', '근데', '그', '선배', '가', '나', '한테', '관심', '이', '있을까', '들아', '도와줘', 'ㅠㅠ', '친해지는', '법', '이상형', '등등', '그리고', '나', '한테', '호감', '이', '있을까', '는', '관심', '없으면', '아예', '말', '안', '걸고', '관심', '있으면', '엄', 'ㅊㅓㅇ', '적극', '적', '이라', '던데', '아예', '말', '안거는건', '아니지만', '대화', '를', '진짜', '가끔', '하는데', '뷰티', '틴트']"
"['너', '네', '논란', '이후', '에', '선바봄']","['안', '본다', '추', '본', '다반', '해주', '셈난', '안보', '는', '데', '아직', '조', '회수', '높길래', '놀라서']"
"['나를', '위', '한', '부츠', '코디', '모음']",[]
"['후기', '추가', '너무', '힘', '이', '듭니', '다', '제발', '도와주세요']","['검사', '가', '항소', '해서', '곧', '심', '이', '열릴', '예정', '이에요', '지방', '사건', '이라', '사회', '적', '관심', '이', '없이는', '실형', '을', '받기가', '너무', '어려워요', '이', '슈가', '되도록', '제발', '추천', '부탁드리고', '공유', '도', '많이', '부탁드립니다', '제', '아이', '는', '뇌', '병변', '언어장애', '급', '으로', '태어날', '때', '부터', '미숙아', '로', '태어나', '인큐베이터', '에', '있었고', '그', '뒤', '로', '도', '꾸준히', '성장', '과', '발달', '이', '느려', '재활', '치료', '를', '받고', '있었습니다', '그러다', '작년', '에', '경남', '사천', '에서', '장애', '전담', '어린이집', '을', '보내게', '되었고', '그', '곳', '에서', '끔찍한', '일', '을', '겪게', '되었습니다', '범죄', '일람표', '를', '일부', '공개', '하면', '양', '손바닥', '으로', '얼굴', '부위', '를', '회', '강하게', '때리고', '음식', '섭취', '를', '거부', '하자', '왼', '손바닥', '으로', '어깨', '부위', '회', '팔', '부위', '를', '회', '씩', '때리고', '뒷', '목', '부위', '를', '회', '강하게', '때림', '간식', '을', '먹이기', '위해', '오른', '손바닥', '으로', '왼쪽', '어깨', '부위', '를', '회', '약하게', '때리고', '등', '부위', '를', '회', '강하게', '때린', '후', '왼쪽', '귀', '를', '잡아당김', '낮잠', '을', '안', '잔다고', '주먹', '으로', '머리', '부위', '를', '회', '강하게', '때리고', '스테인레스', '컵', '으로', '회', '때리고', '손', '으로', '다리', '부위', '를', '회', '때리고', '손가락', '으로', '얼굴', '부위', '를', '회', '밀치거나', '때림', '낮잠', '장소', '로', '이동', '시키기', '위해', '오른', '손바닥', '으로', '등', '부위', '를', '약', '회', '강하게', '때림', '교실', '이동', '을', '위해', '양', '손', '으로', '워커', '를', '잡고', '있던', '피해', '아동', '의', '팔', '을', '들어올', '린', '후', '놓아', '버려', '바닥', '에', '주저앉는', '과정', '에서', '머리', '가', '워커', '에', '부딪혀', '두피', '의', '표', '재성', '손상', '이', '발생', '양', '손바닥', '으로', '양팔', '을', '강하게', '회', '때림', '의자', '착석', '유도', '를', '위해', '오른', '손바닥', '으로', '머리', '부위', '를', '회', '약하게', '때리고', '회', '강하게', '때렸으며', '이후', '오른손', '으로', '어깨', '부위', '를', '회', '왼쪽', '팔', '부위', '를', '회', '약하게', '때림', '이런', '끔찍한', '일', '을', '당했음에도', '지난', '심법', '원', '에서는', '처음', '부터', '잘못', '을', '인정', '했고', '초범', '이라는', '이유', '로', '징역', '년', '개', '월', '에', '집행유예', '년', '처분', '을', '내렸습니다', '이', '처분', '은', '거의', '아무', '처벌', '도', '내', '리지', '않은', '것', '으로', '가해자', '의', '일상생활', '에는', '아무런', '변화', '도', '없는', '처분', '입니다', '달라질것이', '하나', '도', '없어요', '장애', '전담', '어린이집', '에서', '장애', '아동', '을', '무참', '히', '학대', '했는데도', '구속', '이', '되지', '않고', '집', '에서', '편히', '쉬', '고', '있다고', '생각', '하니', '억', '장이', '무너집니다', '게다가', '가해', '교사', '는', '지금껏', '제대로', '된', '사과', '한번', '없이', '오히려', '자기', '학대', '를', '보고', '본인', '이', '충격', '을', '받아', '신경안정제', '를', '먹고', '있다는', '뻔', '뻔한', '행동', '을', '보이', '고', '있습니다', '제', '가족', '은', '학대', '사실', '을', '알', '게', '되고', '년', '이', '지났지만', '아직도', '그', '공포', '에서', '벗어나지', '못', '하고', '있습니다', '아이', '는', '아직도', '낯선', '곳', '에', '가면', '두려움', '에', '몸', '을', '벌벌', '떨고', '큰소리', '가', '나면', '귀', '를', '막고', '숨는', '행동', '을', '합니다', '말', '은', '못', '하지만', '악몽', '을', '꾸는지', '잠', '을', '편히', '자지', '도', '못', '합니다', '그', '모습', '을', '보고', '가족', '들', '은', '아이', '를', '지켜주지못', '했다는', '죄책감', '으로', '하루하루', '를', '겨우', '버텨', '나가고', '있습니다', '재판', '장', '에서', '가해', '교사', '들', '을', '마주', '질', '때', '면', '씨', '씨', '티비', '영상', '이', '떠올라', '숨', '을', '제대로', '쉴수도', '없는데', '그', '들', '은', '뻔', '뻔하게', '아무', '일도', '없었다는듯이', '집', '으로', '돌아갑니다', '당장', '이라도', '가해', '교사', '에게', '내', '아이', '가', '당한', '만큼', '똑같이', '해주고', '싶지만', '그럼', '이', '두려움', '에', '떠는', '아이', '를', '돌볼', '사람', '이', '없습니다', '제발', '심', '재판', '에서는', '저', '악마', '들', '을', '구속', '시켜주시고', '실형', '이', '선고', '될수', '있도록', '청원', '에', '동참', '해주세요']"
"['방탄', '은', '걍', '팬덤', '이', '순위', '올려놓으면', '대중', '이', '유지시', '켜줌']","['대중', '이', '유지', '시켜주면', '팬덤', '이', '순위', '올려줄', '때', '도', '있고']"
"['아무', '거나', '추반', '해보자']","['혼밥', '하면서', '폰', '안', '보기', '똥', '사면', '서', '폰', '안', '보기']"
"['엥', '있지', '신곡', 'ㄹㅇ', '미쳤음', '대박', '이다']","['다른', '반응', '하나', '도', '안보', '고', '그냥', '있지', '뮤비', '보자마자', '쓰는', '후기', '있지', '팬', '남돌팬임', '달라', '달라', '뮤비', '처음', '봤을', '때', '의', '충격', '급', '임', '뮤비', '랑', '노래', '에', '돈처', '바른게', '느껴지는', '퀄리티', '다', 'ㄹㅇ', '가슴', '이', '웅장', '해진다', 'ㅠㅠㅠㅠㅠㅠ', '와', '진짜', '너무', '너무', '너무', '너무', '좋아', '솔직히', '있지', '노래', '개인', '적', '인', '취향', '은', '워', '너비', '달라', '달라', '아이', '씨', '낫샤', '이', '마피아', '인', '더', '모닝', '순', '이었고', '뮤비', '순위도', '이', '거', '랑', '같았는데', '순위', '바뀔것', '같음', '진짜', '뮤비', '랑', '노래', '너무', '잘뽑았어', 'ㅠㅠㅠ', '이번', '노래', '에서', '제일', '튀고', '컨셉', '잘', '어울린다', '느낀건', '예지', '랑', '류진', '둘', '이', '있지', '센터', '급', '이라', '항상', '눈', '에', '잘', '띄었지만', '다른', '뮤비', '에서는', '그래도', '다른', '멤버', '들', '이', '더', '찰떡', '이다', '이런', '느낌', '이', '간간히', '있었는데', '이번', '노래', '에서는', '둘', '존재', '감', '이', 'ㄹㅇ', '미친것', '같음', '특히', '예지', 'ㅠㅠㅠ', '고양이', '머리', '랑', '투톤', '염색', '너무', '너무', '너무', '잘', '어울려', '류진', '도', '컨셉', '개', '찰떡', '임', '오랜만', '에', '돌판', '진심', '녀', '여', '돌', '간', '잽러', '심장', '이', '쿵쾅', '쿵쾅', '뛴다', 'ㅠㅠㅠ', '이제', '또', '음방', '챙겨', '보고', '무대', '볼', '거', '생각', '하니까', '너무', '설레', '솔직히', '마인', '모', '는', '뮤비', '는', 'ㄱㅊ', '았', '는데', '노래', '도', '아쉽고', '성적', '도', '아쉬웠는데', '이번', '컴백', '에서', '뭔가', '크게', '한', '건', '할', '것', '같음', 'ㅠㅠㅠㅠ', '아무튼', '노래', '진짜', '좋다', '특히', '뮤비', '가', 'ㄹㅇㄹㅇ', '내', '취향', '이다']"
"['스', '우파', '예고편', '본', '것', '같은', '효진', '초이']","['댄서', '들', '이', '무슨', '잘못', '이', '있겠냐', '룰', '을', '이따위', '로', '만든', '암넷', '을', '욕하자', '댄서', '들', '욕', '하지', '말구']"
"['얘', '들', '아', '너희', '는', '애인', '이', '돌', '수집', '하면', '어때']","['이', '거', '내', '은밀', '한', '취미', '인데', '방해석', '흑요석', '자수정', '요즘', '은', '특이하고', '이쁜', '돌이', '나', '원', '석', '모으고', '있어', '이런거', '모으는게', '내', '취미', '란', '말', '이야', '그래서', '방', '한', '구석', '에', '투명', '선반', '이', '있고', '사람', '들', '올', '때', '는', '그', '선반', '을', '그', '앞', '에', '달린', '커튼', '을', '쳐서', '숨기는데', '내', '남친', '이', '호기심', '이', 'ㅈㄴ', '많아서', '그', '커튼', '을', '촥', '여는거야', '그래서', '내', '돌', '컬렉션', '이', '공개', '당', '햇', '는데', '그', '이후', '로부터', '자꾸', '날', '신기한', '눈', '으로', '쳐다봄', '너희', '는', '애인', '취미', '가', '돌', '수집', '이', '면', '어떨', '굿', '같냐']"
"['걸스', '플래닛', '생존자', '및', '순위', '정리']",[]
"['스캐', '랑', '펜', '하', '둘', '중', '에', '뭐', '가', '더', '체감', '컸음']","['ㅈㄱㄴ', '방탄소년단', '엑소', '투바', '투', '스키', '즈', '에이', '티', '즈', '골든', '차', '일드', '비투비', '엔시', '티', '세븐', '틴', '몬스타', '엑스', '크래', '비티', '씨아이', '엑스', '에이', '비식스', '아스트로', '갓세븐', '엔', '하이픈', '펜타곤', '빅톤', '엔플라잉', '데이', '식스', '더보이즈', '원', '어스', '베리', '베리', '온', '앤', '오프', '빅뱅', '위너', '아이콘', '트', '레저', '뉴이스트']"
"['ㄱㅅㅎㄹ', '주작', '글']","['말', '얹은', '애', '들', '시', '녀', '들', '아', '루머', '유포', '로', '고소', '먹을', '준비', '하고', '목돈', '챙겨', '놔']"
"['나', '만', '알', '페스', '역겹냐']","['좋아하는', '아이돌', '없어서', '뭔', '지', '잘', '몰랐는데', '알고나니까', '진짜', 'ㅈㄴ', '역겨운데', '다', '들', '알', '페스', '함', '본인', '이', '좋아하는', '아이돌', '을', '왜', '성희롱', '하는지', '모르겠음']"
"['수진', '은', '팀', '에', '피', '해주고싶지', '않아서', '나간게', '맞는듯']","['다', '들', '눈막', '귀', '막', '하고', '학폭', '가해자', '라고', '낙인찍어', '버렸으니', '해명', '해도', '어떻게', '해볼수가', '없었겠지', '솔직히', '서신애', '님', '이', '글', '올린', '후', '에', '서수진', '이', '자긴', '그런', '적', '없다고', '말', '했어도', '사람', '들', '이', '믿어', '줬을까', '수진', '도', '어차피', '안', '믿어줄', '걸', '아니까', '더', '이상', '아이', '들', '한테', '피해', '안', '가게', '나간거', '같은데', '연예계', '사건', '중', '에', '제일', '안타까운', '케이스', '아닌가', '논란', '터졌을', '때', '도', '수진', '이', '무리', '에서', '나간', '시점', '이랑', '서신애', '님', '이', '전학', '온', '시점', '이랑', '달라', '서', '의심', '했었는데', '인스타', '에', '글', '올라오자마자', '의심', '이고', '뭐', '고', '다', '확정', '지었으니까', '심지어', '첫', '폭로', '자', '는', '다중이', '였는데도', '그런', '것', '도', '다', '묻혀', '버렸고서', '신애', '님', '디엠', '사건', '잘', '모르시는', '분', '들', '도', '계시는거', '같은디', '링크', '걸어', '드릴', '게', '용']"
"['방탄', '수록', '곡', '도', '진입', '함']","['미쳣음', 'ㅋㅋㅋㅋ', '소우주', '온', '드', '나']"
"['연예계', '대표', '배신', '감']",[]
"['근데', '트와이스', '랑', '있지', '말', '인데']","['트와블아필', '우아하게', '치얼업', '티티', '라이', '키', '팬시', '있지', '별', '들', '의', '전쟁', '달라', '달라', '워', '너비', '로코', '내', '생각', '이지만', '트외', '는', '블아필', '있지는', '별', '들', '의', '전쟁', '이랑', '잘', '맞는듯', '암튼', '박진영', '이랑', '만', '안', '하면', '됨', 'ㅅㅊ', '트와이스', '나연', '정연', '모모', '사나', '지', '효', '미나', '다현', '채영', '쯔위', '있지', '예지', '류진', '유나', '채령', '리아', '박진영', '나도', '알콜', '프리', '왓이즈럽', '좋아하는데', '박진영', '은', '기복', '이', '커서', '그럼', 'ㅠㅠ']"
"['명절', '선물', '을', '받은', '디씨', '인']",[]
"['스키', '즈', '현', '진팬', '들', '다', '이럼']","['톡', '선보다가', '댓', '들', '다', '저', '래서', '진짜', '학폭', '아닌가', '생각', '들어']"
"['에이', '티', '즈', '정우영', '솔로', '무대', '봤냐고']","['케이', '콘', '솔로', '무대', '배드', '봤냐', '대박', '이다', '진짜', '최고다']"
"['근데', '장원영', '은', '뭔가']","['어른', '되면', '남자', '연예인', '들', '이랑', '도', '연애', '많이', '하겠지만', '결혼', '은', '뭔가', '돈', '엄청', '많고', '얼굴', '훈훈하고', '별로', '유명하진', '않은', '재벌', '세', '일반인', '이랑', '할', '거', '같지', '않음', '걍', '뭔가', '삘', '이', '그럼']"
"['시아버지', '가', '같이', '살', '자', '고', '하십니다']","['제목', '그대로', '임', '아버님', '어머님', '형님', '시', '누', '신랑', '친정', '부모님', '저', '남동생', '시', '아버님', '이', '자꾸', '농담', '반', '진담', '반', '옛날', '방식', '대로', '당신', '이', '나이', '가', '들고', '병', '이', '생기', '면', '집', '에서', '병', '수', '발도', '들고', '같은', '집', '에서', '같이', '살', '자', '고', '하십니', '다빈', '말로', '라도', '네', '했다가', '진심', '이신', '것', '같아', '점차', '사회', '적', '거리', '두기', '중', '인데', '도', '그냥', '제', '대응', '이', '소', '극적', '이라', '계속', '같은', '말씀', '하시는거', '같아요', '확실한', '퇴치', '비법', '있나요', '참고', '로', '친정', '부모님', '은', '지나가는', '말로', '도', '같이', '살자는', '말씀', '안', '하십니다']"
"['아', '마기', '꾼', '이', '거', 'ㅈㄴ', '웃기', '네', '하', '십']",[]
"['명절', '때', '꼭', '양가', '부모님', '께', '용돈', '드려야', '되나요']","['안녕하세요', '이제', '서른', '여섯', '살', '예비', '신부', '예요', '예비신랑', '은', '서른', '여덟', '이', '구', '요', '올해', '만나서', '이쁘게', '연애', '하는', '중', '이쁜', '아가', '가', '생겨서', '부랴부랴', '결혼', '준비', '중', '입니', '다다름', '아니라', '궁금한게', '있어서', '글', '을', '쓰게', '되었는데요', '친한친구', '가', '있는데', '그', '친구', '는', '결혼', '한지', '년', '정도', '되었고아이가', '둘', '이다', '보니', '제', '가', '여러가지', '자문', '을', '구', '하고', '있어요', '결혼', '하', '면', '돈', '들어갈', '일이', '천지인', '것', '같더라고요', 'ㅠ', '친구', '말', '로는', '행사', '때', '마다', '양가', '부모님', '용돈', '도', '드려야', '된다고', '어버이날', '생신', '명절', '에는', '목돈', '이', '나간다', '하더라고요', '저희', '는', '양쪽', '모두', '아버지', '가', '없으신', '데', '친정엄마', '는', '사실', '키워주셨다고', '보긴', '어렵고', '할머니', '손', '에', '자라다가', '성인', '이', '되어서', '왕래', '하게', '된', '케이스', '라크', '게', '뭐', '도리', '할', '필요', '는', '없을', '것', '같고', '어머님', '만', '챙기면', '될', '것', '같은데', '오빠', '가', '생신', '이나', '이럴', '때', '한번', '도', '챙긴', '적', '이', '없나', '봐요', '친구', '는', '며느리', '인', '제', '가', '챙기면', '된다고', '하네요', '그냥', '한', '만원', '정도', '용돈', '챙겨', '드리면', '될까', '요', '그리고', '명절', '에는', '굳이', '용돈', '을', '챙겨야', '하는지', '오빠', '는', '지금', '까지', '용돈', '드려', '본', '적도', '없다는데', '식구', '들', '끼리', '모', '여서', '명절', '잘', '쇠', '고집', '에', '오면', '될', '듯', '싶은데', '친구', '말', '대로', '꼭', '용돈', '을', '드려야', '되나', '싶어서요', '오빠', '벌이', '가', '세', '후', '정도', '되는', '것', '같고전', '이제', '아가', '키우면서', '전업', '주부', '할거', '라돈', '쓰는게', '빠듯할', '것', '같은데', '꼭', '용돈', '을', '드려야', '하는지', '궁금해서', '물어봅니다', '결', '시', '친', '며느리', '분들', '은', '용돈', '꼭', '드리시나요']"
"['방탄', '탑', '순위', '봐', '바', 'ㅋㅋ']",['ㅁㅊㅋㅋㅋ']
"['본진', '이나', '최애', '본업', '부심', '폭발', '하는', '영상', '알려줘']","['잡덕', '이어서', '어떤', '그룹', '의', '누가', '노래', '잘', '하고', '누가', '춤', '잘춘다', '이런건', '알', '고', '있는데', '얉', '게', '간', '잽하는', '느낌', '이라', '팬', '들', '이', '직접', '자랑', '하고', '싶은', '본진', '혹은', '최애', '본업', '존잘', '영상', '추천', '해주라', '실력', '부심', '뻐렁치', '는', '그런거', '노래', '춤', '랩', '상관없음', '남돌', '여', '돌', '다', '좋아', '영상', '링크', '도', '같이', '주면', '고마울', '것', '같아', '서치', '좀', '걸겡', '동방신기', '소녀시대', '샤이니', '투애니원', '투피엠', '에프엑스', '하이라이트', '인피니트', '에이핑크', '비원에이포', '비투비', '빅스', '엑소', '뉴이스트', '방탄소년단', '레드', '벨벳', '위너', '아이콘', '여자친구', '마마', '무', '러블', '리즈', '오', '마이걸', '트와이스', '몬스타', '엑스', '블랙', '핑크', '세븐', '틴', '엔씨', '티', '펜타곤', '우주소녀', '데이', '식스', '빅톤', '아스트로', '아이', '들', '에스에프', '나인', '더보이즈', '스트', '레이', '키즈', '에이', '티', '즈', '잇지', '투바', '투', '위', '클리', '에스', '파', '스테이', '씨']"
"['몽쉘', '통통', '제로', '후기']",[]
"['스', '우파', '화', '예고', '봄']","['좋아', '요도', '가', '젤', '많이', '받았을', '줄', '알았음', '조회', '수도', '제일', '많았으니까', '근데', '혹평', 'ㅈㄴ', '받음', '리정', 'ㅠㅠㅠ']"
"['너희', '는', '집', '에서', '다이소', '까지']","['얼마나', '걸려난', '걸어서', '분', '심심해서', '올려', '본당', 'ㅅㅊ', '다이소', '집', '거리', '스', '우파', '노제', '리정']"
"['걸스', '플래닛', '망하게', '생겼음']","['이쁜', '그룹', '다', '떨어졌는데', '휴', '닝바히', '에', '권', '마야', '그', '둘', '은', '진짜', '이해', '안', '가네다', '영', '이', '채연', '빼고', '응원', '할', '만', '한', '애가', '없어', 'ㅠ']"
"['이런', '직장', '간다', '안', '간다']",[]
"['방탄', '명', '엔시', '티', '명']","['둘다', '금요일', '시', '발매', '진입', '이용', '자수', 'ㅇㅇ']"
"['있지', '이번', '컴백', '반응', '도', '별로', '네']","['네이버', '는', 'ㄹㅇ', '대중', '이', '댓글', '다는건데', '쩝', '류진', '예지', '리아', '채령', '유나', '로코']"
"['에이', '티', '즈', '회사', '애', '들', 'ㄹㅇ', '아끼네']","['에이', '티', '즈', '요즘', '관심', '있어서', '이', '것', '저', '것', '챙겨', '보는데', '생일', '브이', '앱', '보고', '진짜', '놀랐음', '저', '거', '실화', '냐', '그냥', '케이크', '만', '주고', '브이', '앱', '하는게', '아냐', '저기', '미역국', '이랑', '치킨', '산', '으로', '쌓은거랑', '고기', '케이크', '보임', '여기', '회사', '에이', '티', '즈', '진심', '으로', '아끼는구나', '회사', '가', '저렇게', '까지', '생일', '챙겨주는거', '첨', '봐서', '지금', '까지도', '충격', '그', '자체', '뭐얌', '댓글', '많이', '달렸', '네', '요즘', '관심', '있게', '보는', '그룹', '이고', '내', '본진', '은', '진짜', '대충', '해줘서', '부럽고', '좋겠다는', '마음', '에', '올린거였는데', '지금', '이', '많이', '나아진거였구나', '덕분', '에', '많은거', '알', '아', '간다', '고마워']"
"['샤킬', '오닐', '이', '억', '을', '포기', '한', '이유']",[]
"['로제', '욕먹는', '상황']","['인기', '꼴등', '이', '주인', '공병', '걸려서', '이러면', '욕먹어야지', 'ㅋㅋㅋㅋ']"
"['같은', '머리', '하고', '춤', '춘', '모니카', '랑', '노제']","['같이', '사진', '도', '찍음', '둘다', '좋아하는데', '이런', '날', '이', '오다니', '얼떨떨하고', '이상한데', '얼굴', '은', '최고다', '고', '전적', '인', '잘생쁨', '이랑', '트렌디', '예쁨', '스', '우파', '스트릿', '우먼', '파이터', '프라', '우드', '먼', '모니카', '웨이', '비', '노제']"
"['방탄', '진', '지민', '뷔', '사무실', '안', '준거', '계약위반', '맞음']","['누가', '이', '거', '올렸던데', '판', '에', '법', '잘알', '없냐']"
"['차', '은우', '매출', '로는', '억', '펜트하우스', '힘들텐데']","['아스트로', '전체', '매출', '이', '억', '도', '안될텐데', '신기하다', '어디서', '번', '걸까', '참고', '로', '작년', '판타지오', '매출', '이', '공시', '기준', '억', '도', '안됨']"
"['방탄', '이', '개인', '계정', '안', '여는', '이유']","['톡', '선보다가', '생각나서', '가져옴', '불화설', '이', '없는', '이유']"
"['나', '짝남', '이랑', '가능성', '있는거', '같음', 'ㅠ']","['진짜', '지금', '까지', '학교', '에서', '모', '둠', '활동', '같은거', '빼고', '말', '해본', '적', '없고', '영어', '내신', '학', '기반', '에', '월', '부터', '얘', '다니기', '시작', '해서', '오늘', '처음', '으로', '디엠', '걸어', '봄', 'ㅠㅠㅠㅠㅠㅠㅠㅠㅠ', '왜', '이렇게', 'ㅋㅋ', '파티', '인지', '모르겟는데', '어떤거', '같음', 'ㅠㅠ', '귀', '찬', 'ㄹ', '아', '하지는', '않는거', '같지', 'ㅠㅠ', '같이', '갈래', '라', '고해', '줫', '을', '때', '폰', '던짐', 'ㅅㅂ', 'ㅜㅜㅜ']"
"['목숨', '걸고', '선로', '에', '떨어진', '아이', '구', '하는', '영웅']",[]
"['케이', '콘', '간', '코카', '앤', '버터']","['존멋', '이다', '피부', '태닝', '개', '멋지다', 'ㄹㅇ', '더', '이상', '순두부', '가', '아니야']"
"['오늘', '지젤', '조카', '예쁘다']","['이', '거', '보고', '헉', '함', '진짜', '예뻐', '지젤', '욕', '할거면', '딴데가', '서해', 'ㅈㄴ', '아니꼬운거', '많고', '꼬인', '년놈', '들', '많네']"
"['방탄', '지민', '만원', '니트', '품절']","['방탄', '팬', '들', '은', '부자', '가', '많은거냐', '금액', '단위', '가', '백만원', '대', '천만원', '대', '막', '넘어가는거도', '그냥', '품절', '이네', '전', '에도', '품절', '글', '이', '판', '에', '올라온거', '봤는데', '다른', '멤버', '거', '는', '찾아보지', '않아서', '모르겠고', '당연히', '품절', '이', '겠지', '클릭', '잘못', '해서', '들어간', '기사', '가', '이기', '사라', '지민', '이', '거만', '올릴게', '기', '사', '링크']"
"['나', '만', '솔직히', '서양', '번', '도', '못', '가봄']","['나', '코로나', '전', '에', '동남아', '여행', '은', '어느', '정도', '가봤는데', '베트남', '쪽', '으로', '가봄', '아직', '유럽', '미국', '캐나다', '호주', '뉴질랜드', '아프리카', '중동', '남미', '등', '한국', '에서', '저', '멀리', '떨어진', '국가', '들', '은', '한번', '도', '못', '가봄', '코로나', '언제', '종식', '할', '지도', '모르고', '이럴줄', '알았으면', '코로나', '전', '에', '동남아', '갈', '돈', '으로', '차라리', '두바이', '라도', '갔다오는건데', '아니면', '동남아', '갈', '돈', '더', '모아서', '터키', '호주', '유럽', '다녀올', '걸', 'ㅜ']"
"['헐', '얘', '걸프', '나온', '애', '맞아']",['ㄹㅇ']
"['ㄹㅇ', '대단한거', '같아']","['비주', '얼', '하나', '는', '대박', '이지', '않냐', '유진', '윤아', '크리스탈', '설리', '아이린', '돌판', 'ㄹㅈㄷ', '잖아', '어떻게', '이런', '분', '들', '을', '캐스팅', '하냐']"
"['오징어', '게임', '넷', '플', '인터뷰', '에서', '블핑제', '니', '언급', '함']","['제니', '가', '정호', '연', '이랑', '친해서', '커피차', '랑', '같이', '현장', '방문', '했었는데', '이정재', '가', '우와', '블핑', '제니', '다', '하면서', '봤대', 'ㅋㅋㅋ', '오징어', '게임', '엔딩크레딧', '에', '제니', '이름', '도', '적혀있었는데', '제니', '호연', '친목', '너무', '좋음', '이정재', '님', '이', '블핑', '다큐', '너무', '좋아해서', '박', '해수', '님', '한테', '추천', '도', '해줬다', '함', 'ㅋㅋㅋㅋㅋㅋ', '그리고', '귀여운', '젠득']"
"['내', '생일', '월', '일이', '라', '욕먹었음']","['내', '생일', '월', '일임', '학교', '에서', '각자', '생일', '얘기', '했는데', '나도', '내', '생일', '말함', '근데', '어떤', '년', '이', '으', '그럼', '너', '세월호', '날', '에', '케익', '먹고', '노래', '부르는거야', 'ㅈㄴ', '이', '기적', '이다', '이럼', 'ㅅㅂ', '갑', '분', '싸', '되고', '애', '들', '이', '왜', '그래', '하는데', '그', '새끼', '가', '사람', '들', '죽어', '갈', '때', '닌', '집', '에서', '파티', '하고있었겠네', '하면서', '화', '냄', '뭔', '데']"
"['오징어', '게임', '제작사', '진짜', '무책임하다']","['전화번호', '노출', '돼서', '지금', '피해', '보는', '사람', '이', '한', '두', '명', '이', '아닌데', '나간', '건', '어쩔', '수', '없고', '의도', '치', '않았던', '부분', '이라', '전화번호', '를', '바꾸는', '방법', '밖엔', '없는', '것', '같다', 'ㅋㅋㅋㅋㅋㅋㅋ', '위', '에', '사진', '피해자', '분', '은', '영업', '용', '전화번호', '라', '번호', '변경', '이', '불가하다', '함', '이', '분', '은', '취준생이시', '라', '입사', '합격', '전화', '때문', '에', '모르는', '번호', '차단', '이', '불가한', '상황', 'ㅠㅠㅠㅠ', '출처', '트위터', '상식', '적', '으로', '드라마', '제작사', '라는', '인간', '들', '이', '저럴', '수가', '있는', '건가', '배상', '얘기', '도', '나왔는데', '딱', '만원', '해주겠다', '함', 'ㅋㅋㅋㅋㅋ']"
"['모니카', '발리는', '모먼트']","['담배', '피는', '신정우', '지금', '은', '끊으셨음', '모니카', '풍뎅이', 'ㅋㅋㅋ', '모니카', '금발', '거기', '에', '교복', '윙크', '못', '하는', '모니카', '촛불', '끌때', '완전', '후후', '하고', '끄는', '모니카', '에이', '셉', '추는', '모니카', 'ㅈㄴ', '귀여우셨던', '뉴스', '이', '때', '진짜', '토끼', '같음', 'ㅋㅋ', '립', '제이', '모니카', 'ㅋㅋㅋㅋㅋ']"
"['있지', '채령', '이', '너무', '하지', '않냐']","['데뷔', '때', '부터', '지금', '까지', '보면', '스타', '일링', '류진', '이랑', '예지', '만', '특이하고', '화려한거', '몰', '빵', '임유나', '랑', '리아', '는', '류진', '예지', '만큼은', '아니지만', '다음', '으로', '튀게', '해주고', '채령', '이', '는', '그닥', '튀는게', '없어', '노래', '파트', '도', '유나', '랑', '채령', '이', '제일', '없는', '편임', '헤어', '도', '좀', '화려하게', '해줄수', '있을텐데', '항상', '거기', '서', '거기', '임', '채령', '이', '메', '댄인데', '퍼포', '도', '류진', '예지', '로', '흘러가고', '노래', '도', '잘', '하는데', '파트', '도', '별로', '없고', '채령', '이', '좀', '밀어', '줬으면', '좋겠다있지', '채령', '예지', '류진', '리아', '유나']"
