제목 형태소,본문 형태소
"['화이자', '맞고', '친척', '분', '이', '돌아가셨어']","['지난번', '에', '아래', '에', '있는', '이어', '쓰기', '로', '청원', '동의', '부탁', '한다고', '썼던', '쓰니야', '저', '일이', '있고', '며칠', '뒤', '에', '상태', '가', '괜찮아지셨다는', '소식', '을', '듣고', '정말', '다행', '이라고', '생각', '했어', '그런데', '어제', '돌아가셨다더라', '나', '너무', '슬퍼', '아직', '나이', '도', '어리신', '데', '관계', '는', '육촌', '정도', '되고', '한번', '도', '만나', '뵌', '적', '없지만', '내', '주변', '에서', '이렇게', '죽음', '을', '목격', '한다는', '게', '그냥', '너무']"
"['입', '막음', '오지', '는', '팬덤', '적고가자']","['엑소', '방탄', '엔시', '티', '블랙', '핑크', '트와이스', '레드', '벨벳', '아이브', '아이', '들', '에스', '파', '프', '나', '있지', '투바', '투', '스테이', '씨', '세븐', '틴', '더보이즈', '몬스타', '엑스', '스키', '즈', '비투비', '여자친구', '오', '마이걸']"
"['신인', '지니', '과거', '사진', '푼다']","['나도', '윤진', '친한', '지인', '인데', '윤진이', '과사', '풀어', '볼', '게', '윤진이', '이쁘게', '봐줘', '초졸', '사랑', '애기', '때', '사진', '이야', '약간', '티엠아이', '인데', '초등학교', '때', '윤진이', '는', '춤추기를', '좋아했고', '중학교', '때', '도', '수련', '회', '에서', '끼', '를', '보여주곤', '했어', '어릴', '때', '부터', '연습생', '이', '였어서', '그런지', '중학교', '에서', '제왑', '연습생', '으로', '유명하기도', '했고', '선배', '들', '도', '어떻게', '알', '고', '힐끔힐끔', '쳐다보고', '갔던게', '기억나네']"
"['학번', '이', '보는', '코로나', '사태']","['학번', '이', '보는', '코로나', '사태', '사스', '때', '처럼', '금방', '끝날줄', '알았고', '톡방', '에서', '초반', '에', '학과', '톡방', '말고', '개인', '이', '만든', '톡', '방대', '학생', '들', '나대지말고', '조용히', '지내라는', '소리', '있어서', '그냥', '조용히', '지냄', '근데', '월말', '에', '코로나', '가', '크게', '터졌고', '중국', '입국', '자', '안', '맞은', '탓', '이', '크다아마', '입국', '제한', '제대로', '했으면', '월', '중순', '에', '퍼졌을듯', '그럼', '오', '티', '엠티', '라도', '할수', '있자나', '만약', '에', '방역', '빡세', '게', '하고', '중국', '입국', '자', '제한', '했으면', '월초', '라도', '대학교', '낭만', '즐길고아는', '애', '들', '있어서', '그나마', '괜찮게', '학교', '다니지', '않았나', '싶다', '하지만', '어림', '없지', '대학교', '월초', '부터', '비대', '면', '수업', '이런', '상황', '도', '금방', '끝날줄', '알았지', '긱사', '들어가고', '싶어도', '대면', '수업', '없으면', '못', '들어감', '근데', '나', '는', '수강신청', '망해서', '대면', '수업', '아예', '없음', '긱사', '못', '들어가니까', '동아리', '들어간것', '활동', '못', '하고', '다른', '과', '애', '들', '도', '못', '알고', '동아리', '활동', '학기', '때', '도', '코로나', '때문', '에', '못', '하고', '아무튼', '학기', '대면', '수업', '할줄', '알았드마', '어림', '도', '없지', '코로나', '또', '터지고', '비대', '면', '수업', '대면', '수업', '있던것도', '죄다', '비대', '면', '수업', '으로', '전향', '이', '때', '긱사', '들어간기', '했는데', '비대', '면', '수업', '으로', '아는', '애', '들', '도', '없고전에', '있던', '우리', '대학교', '톡', '방개', '인', '이', '만든', '톡방', '그것', '이미', '톡방', '반장', '이', '관리자', '권한안', '넘기고', '나가서', '톡방', '다른', '사람', '들', '못', '들어오고', '오픈', '톡방', '은', '방장', '이', '사람', '임명', '안', '하고', '나가면', '다른', '사람', '들', '못', '들어옴', '애기', '남겨도', '죄다', '말', '이', '없고', '하', '친해질려고', '동아리', '하는', '애', '들', '몇몇', '한테', '연락', '해도', '대부분', '읽십', '안', '읽십', '그냥', '학교', '관련', '해서', '물어보기만', '했는데', '이후', '연락', '한', '대부분', '애', '들', '도', '안', '읽십', '읽십', '학년', '대면', '수업', '하면', '실습', '하고', '대면', '할줄', '알았지만', '어림', '도', '없지', '주', '대면', '하고', '실습', '할것도', '안', '하고', '망했음', '실습', '못', '하면', '나중', '에', '인턴', '할', '때', '지장', '이', '크고', '이번', '코로나', '때문', '에', '대외', '활동', '학교', '행사', '못', '해서', '이미', '스펙', '은', '망한지', '오래', '비유', '하자', '면', '대기업', '갈것', '중소', '기업', '갈', '수준', '으로', '스펙', '망했더라', '고하더라', '이미', '대학교', '졸업', '한', '사람', '들', '은', '오', '티', '엠티', '즐겨놓고', '별것', '아니더라', '하는데', '솔직히', '아예', '못', '즐겨', '본', '우리', '입장', '에서는', '이런', '말', '굉장히', '짜증남', '그리고', '초반', '에', '톡방', '에서', '애', '들', '이랑', '미리', '친해질것', '친해지지', '못', '해서', '짜증나고', '코로나', '때문', '에', '정신병', '도', '오고', '머리카락', '빠지고', '살', '도', '찌', '고', '내', '인생', '살', '인데', '벌써', '부터', '이러면', '답', '없다']"
"['다', '들', '이', '거', '봄', '손님', '뒷담화', '까는', '가게']","['종로', '스키마', '에', '라고', '함', '제발', '망하길']"
"['너', '네', '뚱뚱한', '애', '들', '이랑', '다니는', '거', '쪽', '팔림']","['화장', '틴트']"
"['사무실', '웃음', '참기']",[]
"['지', '잡무', '시한', '연', '대', '생', '의', '최후']",[]
"['땡깡', '관련', '마복필', '그', '사람', '어이없네']","['자기', '뜻대로', '안', '흘러가니까', '계폭', '하는게', '너무', '추함', '트위터', '애', '들', '은', '이', '때', '싶', '까는', '애', '들', '줠', '라', '많을듯']"
"['오늘', '자', '포즈', '로', '우주', '호', '만든', '우주', '호']","['우주', '호', '라는', '이름', '에', '맞춰서', '우주', '호', '만듬', '교복', '컨셉', '넘', '이쁘다', '우주', '호', '홧팅', '정우', '민주', '리노', '엔시', '티', '아이즈', '원', '스트', '레이', '키즈', '스키', '즈', '엔시', '티', '음중', '우주', '호']"
"['하얀', '피부', '개', '빡치는', '단점']","['피부', '에', '트러블', '이나', '여드름', '자국', '블랙', '헤드', '가리고싶어서', '쿠션', '찾아도', '다', '어두워서', '개', '빡침', '답답해지는', '느낌', '이고', '시중', '에서', '호', '다', '하는', '것', '들', '도', '다크', '닝', '씹오지고', '나도', '유명하고', '좋은', '쿠션', '사고싶은데', '색', '때문', '에', '항상', '마이너', '하고', '졸라', '퍽퍽', '한', '파데만', '사게', '됨', '그런', '의미', '에서', '하얀', '얘', '들', '아', '너희', '쿠션', '뭐', '쓰니', '건성', '촉촉', '이', '쿠션', '좀']"
"['마복필', '태도', '잘', '못', '된', '거', '아닌가']","['땡깡마복필', '입장', '문', '읽고', '왔음', '근', '데마', '복필', '이', '트위터', '에', '필요', '이상', '으로', '저격', '한글', '도', '봄', '감정', '적', '으로', '대처', '해서', '팬', '들', '선동', '한', '것', '도', '문제', '아닌가', '없는', '얘기', '까지', '지어내는건', '뭐임', '둘다', '성인', '인데', '대체', '가', '왜', '그렇게', '미', '성숙하지', '팬', '이었는데', '이번', '일보', '고', '실망', '많이', '했음', '일부', '로', '욕먹으라고', '판', '깔아놓고', '팬', '들', '제', '지안', '한', '것', '도', '그렇고', '물론', '난', '구취', '하면', '끝', '이지만', '한번', '선동', '된', '후', '엔', '이미지', '는', '바뀌기', '어렵잖아', '여론몰이', '해놓고', '나', '몰라라', '하는거', '좀', '실망', '스럽네']"
['눈치'],[]
"['뭔', '사람', '을', '악플러', '로', '몰아가네']","['뭔가', '오해', '가', '있나', '본데', '나', '있지', '좋아하고', '그', '중', '에서도', '류진', '제일', '좋아해서', '갤러리', '에', '류진', '사진', '도', '꽤', '있는데', '뭔', '열폭', '이래', '그냥', '갤러리', '에', '있는', '사진', '들', '보다', '보', '니까', '원숭이', '상', '같아서', '원숭이', '같다고', '한', '건데', '그리고', '류진', '보기', '싫다고', '한', '적', '없어']"
"['이', '거', '로', '잘린', '과거', '맞아']","['몇', '살때', '야', '스', '우파', '스트릿', '우먼', '파이터', '엠넷', '홀리', '뱅', '코카', '앤', '버터', '원트', '라', '치카', '프라', '우드', '먼', '훅', '아이', '키', '웨이', '비', '이채연', '노제', '로', '잘린', '시미즈', '가비', '모니카', '리정', '예리', '리헤이', '허니', '제이', '보아', '블랙', '핑크', '제니', '로제', '리사', '트', '와', '나연', '쯔위', '사나', '다현', '레벨', '아이린', '조이', '예리', '웬디', '에스', '파', '카리나', '윈터', '옴걸', '아린', '장원영', '김민주', '강', '혜원', '방탄', '뷔', '지민', '정국', '엑소', '백현', '카이', '엔시', '티', '재현', '정우', '마크', '태용']"
"['부산', '무인', '아이스크림', '가게', '절도', '사건']",[]
"['방금', '올라온', '나', '연', '인스타']","['찢었다', '월', '일', '트와이스', '영어', '싱글', '많', '관부']"
"['이', '영지', '인스타', '스토리', '미쳣나바']",['개눗김']
"['년생', '이', '데뷔', '한', '대']","['어제', '피', '네이션', '이랑', '남돌', '멤버', '결정', '났는데', '년', '생도', '있음', '우경준', '세', '천', '준혁', '세최태훈', '세은', '휘', '세', '오성준', '세', '장현수', '세고', '키', '세이건', '전체', '풀샷', '풀샷', '추가']"
"['아니', '걸스', '플래닛', '얘', '뭐', '임']","['며칠', '전', '에', '걸스', '플래닛', '재방', '보다', '가', '진짜', '큐티졸귀', '탱', '친구', '발견', '함', '와', '약간', '츄', '처음', '봤을', '때', '느낌', '귀엽다', '뭐', '지', '나', '지금', '직캠', '계속', '돌려', '보는', '중내', '가', '걍', '직캠', '캡처', '한', '거', '라', '좀', '발', '캡이긴', '한데', '직캠', '이', '훨씬', '귀', '여', '움', '진심', '데뷔', '해줘', '제발', '너무', '귀여워', '그룹', '키시', '다', '리리카', '야', '직캠', '링크', '엥', '보', '니까', '톡선', '무슨', '일', '반대', '뭔', '데', '그리고', '이', '때', '다', '싶어서', '리리카', '랑', '츄', '까', '내리는', '댓글', '들', '몇개', '있던데', '당신', '들', '인생', '이나', '되', '돌아', '보시길']"
"['혐주', '의', '이', '거', '소름', '돋아']","['평소', '초밥', '을', '즐겨', '먹는', '어느', '중국인', '이', '가려움', '이', '심해져서', '병원', '갔는데', '온몸', '에', '기생충', '이', '가득한거', '임', '오염', '된', '초밥', '먹어서', '그렇다고']"
"['진짜', '나', '연', '개인', '인스타', '왜', '안함']","['제발', '좀', '해주면', '안됨', '대체', '왜', '안함', '트와이스', '만', '아', '같네']"
"['오늘', '방탄', '남팬봄']","['오늘', '어디', '갈데가', '생겨서', '버스', '탔는데', '앞', '에서', '방탄', '노래', '소리', '가', '들렸는데', '누가', '듣고', '있나', '싶어서', '봤는데', '앞쪽', '에', '고등학생', '으로', '보이는', '남자', '가', '에어팟', '끼', '고', '방탄', '노래', '듣고', '있는거', '임', '에어팟', '꼈는데도', '소리', '가', '세', '어나', '오', '더', '라고', '어떻게', '된', '일인', '지는', '모르겠지만', '내', '가', '버스', '에서', '내릴', '때', '까지', '이렇게', '듣더라', '그', '다음', '에는', '내', '가', '버스', '에서', '내려서', '뭔', '노래', '들었는지는', '모름', '이', '남자', '방탄', '팬', '맞을까']"
"['후기', '아이', '가', '바람난', '제', '아빠', '를', '옹호', '해요']","['보름', '전', '썼던', '글', '입니다아이가', '이혼', '을', '강렬히', '거부', '해서', '대화', '가', '쉽지', '않았지만', '그래도', '조언', '대로', '계속', '대화', '를', '시도', '했어요', '더', '피하', '면', '안', '되겠단', '생각', '으로', '요', '그', '새', '많은', '생각', '을', '했나', '보더라고요', '한때', '는', '이혼', '하면', '죽어', '버리겠다고까지', '했지만', '며칠', '전', '에는', '그러더군요', '엄마', '랑', '너무', '헤어지기', '싫지만', '한', '명', '만', '꼭', '따라가야', '한다면', '아빠', '랑', '살', '고', '싶', '대요', '그', '말', '에', '가슴', '이', '미어지더라고요', '저', '는', '아이', '의', '선택', '을', '존중', '하지만', '현실', '적', '인', '부분', '을', '말', '해주', '어서', '라도', '만류', '하고', '싶었어요', '아빠', '가', '네', '게', '좋은', '아빠', '였고', '너', '를', '정말', '많이', '사랑', '하시는건', '맞아하지만', '아빠', '에겐', '또', '다른', '사랑', '하는', '사람', '이', '생겼고', '그', '사람과', '가정', '을', '꾸린다거나', '하실', '가능성', '도', '있어', '아빠', '는', '네', '게', '아니라고', '하겠지만', '아빠', '는', '엄마', '한테', '도', '그럴', '일', '절대', '없을거라', '했던', '적', '이', '있단', '다나', '는', '우리', '가', '그런', '가정', '에서', '자라면서', '겪지', '않아도', '될', '슬픈', '경험', '을', '안', '했으면', '좋겠', '어엄마', '는', '네', '가', '엄마', '랑', '산다', '고', '하면', '평생', '너', '만', '보면서', '살아갈', '거고', '누굴', '만나거나', '재혼', '같은', '것', '도', '하지', '않을거야', '아이', '는', '새엄마', '가', '생기는건', '죽어도', '싫', '대요', '끔찍하대', '요만', '약', '그렇게', '되면', '아빠', '를', '떠나서', '엄마', '한테', '가도', '되겠냐고', '하더라고요', '그래서', '그렇게', '하라', '고', '했습니다', '남편', '은', '걱정', '하는', '일', '은', '없을거라고', '아이', '를', '끝', '까지', '책임지겠다고', '하네요', '그래서', '그', '상대', '와는', '헤어졌냐고', '물어보았습니다', '그랬더니', '조만간', '정리', '할거라고', '하네요', '저', '는', '그', '상대', '든', '또', '다른', '누군가', '든', '연애', '든', '재혼', '이든', '할', '생각', '이', '라면', '지체', '말고', '아이', '를', '바로', '제', '게', '보내라고', '했습니다', '이렇게', '마무리', '되었습니다', '코로나', '때문', '에', '멀리', '는', '못', '가지만', '당분간', '집', '을', '떠나', '잠시', '머리', '를', '비우고', '올', '생각', '이에요', '읽어주셔서', '감사합니다']"
"['안유진', '대형', '마스크']","['스타', '쉽', '안유진', '코로나', '확진', '판정', '아이즈', '원', '장원영', '안유진', '사쿠라', '이채연', '김민주', '권', '은비', '아이즈', '원', '코로나']"
"['년생', '아이돌', '이래']","['싸이', '소속사', '년생', '아이돌', '고', '키']"
"['최수빈', '키', '가', '몇', '이냐', '이', '거', '보', '니까']","['엄청', '커', '보임', '옆', '에', '있는', '아린도', '키', '큰가', '생각', '보다', '작진', '않은것', '같음']"
"['추가', '현실', '적', '으로', '결혼', '때', '남자', '가', '모은', '돈']","['안녕하세요', '여자친구', '와', '얘기', '하다', '여기', '까지', '글', '을', '쓰게', '되었네요', '저', '는', '살이', '고', '살', '부터', '혼자', '살았습니다', '나이', '도', '있고', '여자친구', '와', '진지한', '얘기', '를', '하던', '중', '에', '서로', '모은', '돈', '에', '대해', '얘기', '를', '하게', '되었어요', '여자친구', '는', '살', '부터', '일', '을', '하고', '가정', '에', '특별히', '보탤', '일이', '없는', '친구', '라', '월급', '으로', '용돈', '적금', '을', '해서', '저', '보다는', '많이', '모은', '상태', '구', '요', '저', '는', '아무', '도움', '없이', '혼자', '무', '보증금', '월세', '로', '독립', '을', '시작', '해', '조금', '힘들었어요', '그리고', '가족', '들', '과', '관련', '해서', '제', '가', '갑자기', '부담', '해야하는', '돈', '들', '이', '생겨', '조금', '모으려', '하면', '그런', '형편', '이', '안되었습니다', '제', '가', '여자친구', '한테', '일반', '적', '으로', '이', '사회', '에서', '남자', '들', '이', '대학교', '졸업', '군대', '다녀오고하면', '사회생활', '시작', '이', '비교', '적', '늦는', '경우', '가', '많기', '때문', '에', '모은', '돈', '이', '적을수밖에', '없다고', '이야기', '를', '했어요', '저', '는', '위', '상황', '과는', '좀', '다르게', '군대', '다녀오고', '살때', '부터', '쉬', '지', '않고', '돈', '을', '벌고', '일', '을', '했지만', '여러가지', '사건', '안좋은', '환경', '들', '로', '모을', '수가', '없었고', '저', '의', '사정', '을', '들으면', '이해', '할수밖에', '없는', '상황', '이라', '생각', '합니다', '결론', '적', '으로', '인', '지금', '월세', '보증금', '천만원', '과', '대', '출금', '백만원', '정도', '있는', '상태', '에요', '월급', '은', '예전', '많을', '땐', '백', '이상', '이었지만', '최근', '엔', '평균', '백정', '도', '차는', '팔았습니다', '혼자', '생활', '하는', '생활비', '월세', '도', '만', '만치', '않네요', '평균', '백이', '라', '해도', '월세', '와', '생활비', '대', '출금', '등', '하면', '남는', '돈', '이', '백도', '안됩니다', '주변', '에', '보면', '가정', '에서', '평범하게', '지낸', '친구', '들', '은', '저만큼', '지출', '이', '없으니', '더', '모았고', '부모님', '이', '결혼', '때', '도와주시지', '않는한', '그리', '많진', '않은거', '같더라구요', '그렇다고', '부모님', '을', '원망하거나', '하진', '않습니다', '생계', '유지', '를', '해야하기', '때문', '에', '한번', '도', '쉬', '지', '않고', '계속', '일', '을', '해왔지만', '이런', '결과', '가', '저', '도', '씁쓸하고', '힘드네요', '더군다나', '여자친구', '와', '현실', '적', '인', '얘기', '를', '하다', '보니', '더', '많은', '생각', '을', '하게', '되었고', '답답한', '마음', '에', '글', '을', '적어', '봅니다', '열심히', '산다', '고', '했는데', '제', '가', '잘못', '살아왔던걸', '까요', '저런', '상황', '남자', '들', '은', '현실', '적', '으로', '모은', '돈', '이', '적을수밖에', '없지', '않나요', '추가', '글', '돈', '어디', '에', '썼냐고', '하셔서', '답변', '해봅니다', '처음', '년', '학자금', '대출받아', '대학', '다니다', '감당', '할수가', '없어', '자퇴', '하였구요', '그', '뒤', '로', '동생', '대출', '로', '돈', '빌려주었지만', '못', '받아서', '제', '가', '갚았습니다', '또', '아버지', '빚', '이', '제', '앞', '으로', '떨어져', '갚았구요', '이', '빚', '들', '은', '총', '천', '안되지만', '아무', '것', '도', '없던', '저', '에게는', '저', '빚', '마저', '대출받아', '내고', '돌려', '막아', '야하는', '상황', '이', '였어요', '또', '차', '사고', '로', '보험', '비', '인가', '냈어야', '했구', '요가', '없는', '상황', '에서', '감당', '해야', '할', '돈', '들', '이', '생기', '고', '낼', '수가', '없으니', '계속', '돌려', '냈던거', '같아요', '보증금', '천만원', '도', '대출', '받은건데', '이제', '다', '끝났구요', '동생', '과는', '연락', '안', '하고', '살', '아', '엮', '일일', '없고', '어머니', '아버지', '두', '분다', '따로', '사시', '지만', '돈', '거래', '는', '그', '뒤', '로', '없었습니다', '사실', '없는', '형편', '맞지만', '미친듯이', '아끼면서', '궁상맞게', '살진', '않았던거', '같아요', '가끔', '놀러', '도', '다니고', '일년', '에', '두', '번', '정도', '차도', '저렴한거', '풀', '할부', '로', '샀다가', '팔았구요', '그래도', '사치', '는', '부리', '지', '않고', '평범하게', '제', '분수', '에', '맞게', '살았다', '생각', '해', '요', '먹고싶은', '거', '먹고', '필요한거있음', '돈', '모으거나', '할부', '로', '가끔', '구매', '하는', '정도', '에요', '취미', '도', '없어', '특별히', '돈', '드는것도', '가끔', '술', '먹는거', '외', '엔', '없구요', '투', '잡은', '일', '끝나는', '시간', '여러', '문제', '로', '힘드네요', '이제', '열심히', '모으려는데', '식비', '생활비', '대', '출금', '과', '이자', '를', '내', '려니', '쉽지', '않네요', '요즘', '은', '편의점', '음식', '먹으려', '합니다', '남자', '혼자', '사시', '는', '분들', '식비', '는', '어떻게', '해결', '하세요', '저', '는', '여친', '이', '가끔', '준비', '해주거나', '대부분', '시켜', '먹거든요', '혼자', '뭘', '해먹', '는게', '더', '돈', '이나', '가고', '힘들어서요']"
"['나도', '댄', '선데', '나중', '에', '스', '우파', '나가게', '되면']","['나도', '꼭', '좋아해', '줭', '만약', '에', '나가서', '인터뷰', '하면', '모든', '댄서', '들', '을', '우리', '님', '이렇게', '부를게', '그럼', '나인', '줄', '알', '아', '알겠', '징', '춤짱', '돼서', '울', '판녀', '들', '앞', '에', '당당히', '설', '수', '있도록', '열심히', '연습', '할게']"
"['스테이', '씨', '땡깡', '나왔네']","['땡깡', '집', '에서', '선공', '개', '로', '색안경', '했는데', '너무', '예뻐', '스테이', '씨', '월', '일', '컴백', '많', '관부']"
"['블랙', '핑크', '리사', '생', '얼']",[]
"['내', '친구', '판녀', '같지', '않음']","['저', '거', '우리', '야오', '치', '님', '아니냐']"
"['걸스', '플래닛', '이렇게', '데뷔', '하면', '좋겠다']","['걍', '내', '픽', '내', '취향', '고른거라', '안', '어울려도', '이해', '최유진', '김채현', '안', '정민', '귄마', '야', '이혜원', '서영은', '강예서', '션샤오팅', '리', '이', '만', '최유진', '김채', '현안', '정민', '귄', '마야', '이혜원', '서영은', '짤', '이', '없', '강예서', '션', '샤오팅', '리', '이', '만', '움짤', '이', '없어서', '사진']"
"['립', '제이', '로', '잘린', '화해하자마자', '꽁', '냥', '오지', '넼']","['응', '아니야', '화해', '하지마']"
"['시부모', '님', '은', '왜']","['국룰', '인가', '우리엄마', '는', '아파도', '자식', '이', '걱정', '할까봐', '꽁꽁', '숨기', '다', '괜찮아지면', '그때', '말하거나', '말', '하지', '않는다', '생신', '때', '뭘', '사', '드리려고', '하면', '한사코', '거절', '해서', '용돈', '을', '드리는데', '용돈', '이', '너무', '많으면', '돌려준다', '코로나', '때매', '밖에', '못', '나가니까', '집', '에서', '음식', '을', '시켜', '먹을려고', '했는데', '엄마', '가', '음식', '을', '다', '준비', '해서', '음식', '값', '까지', '용돈', '에', '넣었는데', '돌려줘', '버렸다', '곧', '추석', '이라', '돈', '쓸', '일', '많을거라며', '아버님', '생신', '이', '시', '다', '똑같이', '코로나', '니까', '음식', '을', '사서', '갔다', '회', '를', '사서', '갔는데', '상이', '좁았다', '곁들임', '음식', '으로', '나온', '물만두', '를', '내게', '주며이거', '먹어라', '하셨다', '그', '후', '로', '계속', '맛있는건', '아들', '만', '주셨다있는', '내내', '어머니', '는', '다리', '가', '아프다', '하셨다', '영', '양제', '는', '뭐', '가', '좋고', '뭐', '가', '좋고', '다리', '가', '너무', '아픈데', '소고기', '를', '먹으니', '괜찮아지는것', '같다고', '한', '다용', '돈', '드리고', '나오는데', '고맙단', '소리', '도', '못', '들었다시', '부모님', '들', '은', '어디서', '다', '같이', '배우고', '오시는걸', '까', '국룰', '인가', '이외', '에도', '오늘', '도', '가슴', '후벼파는', '이야기', '를', '해서', '역시', '나', '자주', '뵙고싶지', '않은', '분', '들', '이라', '생각', '했다']"
"['착한', '아이', '증후군', '나쁜', '아이', '증후군']",[]
"['친구', '판녀', '맞았음']","['아', '뭐라', '답', '하지', '개웃', '기네']"
"['나', '가슴', '큰데', '어', '떡', '하냐']","['체육', '시간', '에', '줄넘기', '하', '거든', '수행평가', '임', '근데', '창착', '줄넘기', '안무', '짜는거라', '애', '들', '앞', '에서', '공개', '적', '으로', '뛰는거거든', '가슴', '이', '내', '가봐도', '충렁', '거리', '는', '데', '어카', '냐', '공학', '이야', '죽고싶어', '진짜', '얼굴', '을', '못', '들것', '같아', '남자', '애', '들', '그거', '보고', '이상한', '생각', '진짜', '해', '아무', '도', '나', '한테', '관심', '안', '줬으면', '좋겠어', '아픈', '척', '하고', '빠질까']"
"['아이', '들', '의', '순수']","['너무', '귀엽']"
"['걸스', '플래닛', '현', '시각', '가장', '이상', '적', '인', '데뷔', '조', '픽']","['최유진', '센터', '서브보컬', '카와구치', '유리나', '서브보컬', '션', '샤오팅', '메인', '댄서', '서브', '래퍼', '보라', '리더', '메인보컬', '김혜림', '리드보컬', '김채현', '리드보컬', '서영은', '메인', '래퍼', '서브보컬', '강예서', '리드', '댄서', '귄', '마야', '서브', '래퍼', '막내', '다', '논란', '없는', '연', '생', '들임']"
"['본진', '닮은', '캐릭터', '짤털']","['쇼타', '로', '처음', '봤을', '때', '부터', '루', '닮았다고', '생각', '했는데', '둘', '이', '똑같이', '생겼어', '서치', '용', '방탄소년단', '엑소', '투바', '투', '비투비', '엔시', '티', '세븐', '틴', '몬스타', '엑스', '아스트로', '갓세븐', '엔', '하이픈', '펜타곤', '빅톤', '엔플라잉', '데이', '식스', '더보이즈', '원', '어스', '빅뱅', '위너', '아이콘', '트', '레저', '뉴이스트', '트와이스', '레드', '벨벳', '블랙', '핑크', '있지', '오', '마이걸', '러블', '리즈', '우주소녀', '이', '달소', '에스', '파', '스테이', '씨', '마마', '무', '여자친구', '에이핑크', '소녀시대']"
"['대화', '하기', '싫어지는', '말투']",[]
"['아니', '도대체', '수빈', '키', '얼마나', '큰', '거야']","['스키', '즈', '도', '작은', '키', '는', '아닌', '걸', '로', '아는데', '스키즈', '가', '못', '해도', '넘는', '워커', '신고', '단', '상위', '에', '서', '있는데도', '수빈', '이랑', '머리', '위치', '가', '똑같네', '수빈', '도대체', '키', '얼마나', '큰거야']"
"['스', '우파', '여진', '죄송한', '거', '맞죠랑', '원래', '아는', '사이', '넼']","['여진', '케이', '데이', '원', '래', '친한', '사이', '엔', '야', '너', '미안한거', '마자', '이런', '농담', '하잖아', '근데', '거기', '다', '싸한', '음악', '깔고', '그런', '분위기', '만든거', '악마', '의', '재능', '이다', '어케했', '지']"
"['와', '아이린', '개', '닮음']","['피드', '내리다가', '봤는데', '진짜', '개', '이쁘다', '권', '은비', '이', '사진', '유독', '닮은거', '같음']"
"['스키', '즈', '현', '진', '티비', '에', '좀', '안', '나오면', '좋겠어']","['현', '진', '얼굴', '보면', '학교', '에서', '일진', '한테', '이유', '없이', '맞았던', '기억', '생각나']"
"['얘', '들', '아', '너', '네', '도', '연애', '해']","['예전', '에', '했던', '연락', '보고', '있는데', '지금', '이랑', '변한', '게', '없', '너', '네', '도', '좋은', '사람', '만날', '것', '이야', '왜냐면', '너넨', '좋은', '사람', '이니', '깡', '결론', '은', '행복한', '연애', '해라', '꼭']"
"['가', '이런', '치마', '입는', '거', '에', '바임']","['예뻐', '보', '여서', '작년', '에', '산거', '임']"
"['스', '우파', '출연', '진', '들', '닮은꼴']","['립', '제', '이', '포카혼타스', '모니카', '쌤', '웬트워스', '노', '제', '서우', '앱스', '주', '연', '시미즈', '유', '튜버', '덕', '자', '효진', '초이', '이혜영', '예리', '자리', '야', '피넛', '주', '토피아', '나무늘보', '안', '쏘', '매운', '맛', '이채연', '순한', '맛', '비키', '배우', '이주영', '제트', '썬']"
"['아이돌', '음원', '일간', '최고', '순', '위월', '컴백']","['일', '아스트로', '위', '전소', '미', '위', '일', '선미', '위', '일', '더보이즈', '위', '온', '앤', '오프', '위', '효연', '위일', '해찬', '도영', '위일', '레드', '벨벳', '위일', '투모로우', '바이', '투게더', '위일', '스트', '레이', '키즈', '위', '권', '은비', '위', '브레이브걸스', '위일', '비투비', '위', '키', '태연', '위', '정리', '탑', '안', '에', '든', '아이돌', '여', '돌', '전소', '미', '레드', '벨벳', '선미', '브레이브걸스', '술버릇', '남돌', '비투비', '키', '추가', '노래', '다', '좋지만', '탑', '백', '에', '든', '노래', '들', '은', '진짜', '좋긴', '좋더라', '개인', '적', '으로', '비투비', '키', '노래', '가', '진짜', '좋았음', '팬', '아님', '컴백', '데뷔', '했으나', '위', '안', '에', '안', '드는것은', '안', '적음', '답글', '보고', '찾아봤는데', '최고', '순위', '대부분', '차트', '개편', '이', '후임', '별', '상관', '없을듯', '전', '소', '미도', '최고', '순위', '일임', '그래', '톡선', '올라왔는데', '시비', '충', '이', '없으면', '재미없지', '옛', '다', '비투비', '온도', '도', '보여주랴', '노래', '는', '다', '유튭', '으로', '들음']"
"['조이', '한테', '젤', '잘', '어울리는', '헤어']","['내', '기준', '흑발', '에', '웨이브', '살짝', '넣은거', '진짜', '젤', '예쁨', '레드', '벨벳', '레벨', '조이']"
