제목 형태소,본문 형태소
"['가스', '라', '이', '팅', '하', '는', '남친', '과', '헤어졌어요']","['갑자기', '추천', '이', '너무', '많아서', '놀랬', '네', '다', '들', '너무', '고마워', '댓글', '하나', '하나', '전부', '다', '힘', '이', '되는것', '같아나랑', '비슷한', '분', '들', '도', '모두', '힘내고', '잘', '헤쳐', '나가길', '바랄게', '우리', '행복해지', '자아', '그리구', '뭐', '만하', '면', '가스', '라', '이', '팅', '이다', '지겹다', '하는', '분', '들', '은', '그것', '은', '사랑', '이', '아니다', '라는', '책', '꼭', '읽어', '봤으면', '좋겠어가', '스라이', '팅', '을', '최초', '로', '정의', '한', '분', '이', '쓰신', '책', '이야', '원래', '정말', '아무', '것', '도', '아닌', '사소한것부터', '서서히', '물들어가는걸', '가스', '라', '이', '팅', '이라고', '하는데', '사소해서', '우리', '주변', '에', '더', '많은거래', '꼭', '읽어', '봐', '아무튼', '다', '들', '너무', '고마워', '남자친구', '와', '년', '만났는데', '년', '동안', '가스', '라', '이', '팅', '인지', '모르다가', '책보', '고', '알', '게', '됐어가', '스라이', '팅', '인거', '인지', '한', '후', '에는', '내', '가', '헤어지자', '고', '했', '구나', '도', '일', '하고', '남자친구', '도', '일', '했지만', '남친', '은', '항상', '자기', '는', '지금', '이', '제일', '바쁘고', '힘든', '시기', '라고', '나', '보고', '참아', '달라', '고', '하고', '못', '참으면', '내', '가', '예민하고', '배려', '없다는', '식', '으로', '말', '했거든', '예', '를', '들어', '월', '까지', '바빠서', '참아', '달라', '고', '하고', '월', '이', '되면', '다음', '달', '일', '준비', '해야', '돼서', '정신', '없다는', '식', '그래서', '놀러', '간것도', '손', '에', '꼽을정', '도', '자기', '안', '바쁠', '때', '여행가', '자고', '말', '만', '한', '게', '년', '째였어', '나', '는', '기다리고', '실망하고', '반복', '했고', '그', '외', '사소한', '대화', '에서도', '나를', '이상한', '사람', '처럼', '얘기', '하', '거나', '항상', '내', '의견', '에는', '반대', '부터', '하고', '봤어', '만나는', '년', '동안', '자존감', '도', '너무', '떨어지고', '우울하고', '감정', '기', '복도', '엄청', '심했거든', '정신과', '약', '처방', '받아', '먹을', '정도', '로', '근데', '헤어지고', '나서는', '웃음', '도', '많아지고', '기분', '이', '계속', '좋고', '행복해서', '신기해', '마음먹고', '헤어진지', '얼마', '안', '돼서', '그런지', '머리', '는', '남자친구', '랑', '다시', '만나고싶고', '보고싶은데', '잘', '해줬던것만', '생각나서', '통화', '목록', '만', '봐도', '슬퍼져', '몸', '이나', '마음', '컨디션', '은', '더', '좋아진것', '같아', '조울증', '도', '조금', '괜찮아졌구', '이제야', '나를', '되찾은', '느낌', '이야', '다', '들', '가스', '라', '이', '팅', '조심해']"
"['정국', '이', '가', '왜', '가사', '처럼', '써', '달라', '하겠냐']","['신곡', '이나', '팬송', '솔로', '곡', '에', '맘', '에든', '문장', '이나', '약간', '당', '발', '식', '으로', '써주겠', '단거자', '늠', '내', '가', '쓴', '글', '을', '정국', '이', '불러', '준다', '생각', '해보셈']"
"['우리', '회사', '대', '남자', '대리', '님', '들', '대화']",[]
"['힛맨뱅', '많이', '발전', '했네']","['투바', '투', '가', '이제', '얼굴', '형', '이랑', '몸통', '도', '그려주네']"
"['남녀공학', '다니는', '판녀', '는', '앙', '스타', '보고', '가', '세', '여']","['공학', '고등학교', '다니는', '판녀', '들', '아', '너희', '아침', '에', '화장', '하고가', '애', '들', '화장', '해', '추', '반', '이나', '댓글', '남겨죠', '우', '어', '썅', '이', '게', '왜', '실', '베지', '걍', '내', '가', '궁', '금서', '올린건데', '실베', '라니', '나', '실베', '첨', '임', '개신', '기해', '랄랄라', '혹시', '앙', '스타', '나', '방탄', '좋아하는', '판녀', '들', '번장', '에서', '내', '물건', '중', '에', '맘', '에', '드는거', '사가', '혹시', '판녀', '인거', '들킬까', '바', '사진', '지웠다', '미안', '거의', '다', '팔', '아가서', '지운두', '있어']"
"['태용', '스', '우파', '심사', '일반', '인들', '반응']","['심사평', '도', '드럽게', '못', '해서', '통편집', '당하는데', '비출', '때', '마다', '헛소리', '만해', '서', '욕', '만', '바가지', '로', '먹는', '중리', '정', '노제', '허니', '제이', '스', '우파', '스트릿', '우먼', '파이터', '엔시', '티', '엠넷', '계속', '통편집', '부탁드려요', '스엠압박', '으로', '꽂았겠지만', '중고나라', '범죄자', '인', '태', '용이', '댄서', '품평', '하는거', '꼴', '보기', '싫으니까']"
"['팬심', '빼고', '팬덤', '대중성', '다', '잡았던', '아이돌', '누구', '라고', '생각', '함']","['난', '팬심', '빼면', '동방신기', '방탄', '워', '너', '원', '소시']"
"['허니', '제이', '진짜', '압도', '적이였는데']","['허니', '제이', '저걸', '참네', '진짜', '보살', '인', '듯', '나', '엿', '음', '저지', '한테', '한마디', '했다']"
"['스', '우파', '댄서', '들', '이', '거', '봐', '제발', '웃', '김']","['다', '도라방스', '진짜', '이러니', '개콘', '이', '망하지']"
"['이런', '거', '집', '에', '두는', '게', '그렇게', '잘못', '인가요']","['신랑', '이', '아무', '짝', '에도', '쓸모없는거라고', '버리라고', '자꾸', '그러네요', '근데', '저', '에게는', '년', '추억', '이', '깃', '든', '물건', '이에요', '버릴수', '없다고요', '아니', '이런거', '하나', '있는게', '그렇게', '잘못', '인가요']"
"['갑자기', '정우', '얘기', '는', '왜', '함']","['고슴도치', '가시', '갈이', '할', '때', '뽑아줘야', '도와줘야', '되는', '거', '아니냐', '한', '거', '아님', '앞뒤', '다', '자른', '영상', '가지', '고', '또', '억', '까하려고', '이네']"
"['아리아나', '그란', '데', '가', '예리', '인스타', '좋아요', '누름']","['김예림', '개성', '덕']"
"['블랙', '핑크', '제니', '한국', '최초']","['블핑', '제니', '가', '한국인', '최초', '로', '인스타', '팔로워', '오천만이', '래', '백만', '명', '도', '대단해', '보이는데', '오천', '만은', '상상', '도', '안', '간다', '역시', '퀸', '제니']"
"['해외', '에서', '꼽', '은', '존재', '해', '선', '안', '되었을', '물건']",[]
"['요즘', '들어', '진짜', '싫어진', '사람', '유형', '이', '거인', '듯']","['과', '몰입', '하', '는', '애', '들', '진심', '존나', '싫음', '물어보는', '거', '랑', '특징', '연결', '짓는', '건', '재미있고', '신기하다', '쳐', '그게', '조카', '맨날', '반복', '되고', '뭐', '만', '하면', '역시', '이러고', '뭔', '행동', '만', '하면', '니', '가', '이라', '그래', '이러고', '같은', '엠비티아이', '인', '애', '랑', '자기', '묶어서', '우린', '이라', '이러면서', '은연', '중', '에', '편', '가르기', '하고', '엠비티아이', '하나로', '주변', '인들', '내려', '치기', '랑', '자존감', '조카', '깎아', '내림', '그리고', '이런', '애', '들', '할', '이상', '이', '온라인', '상', '에서도', '조카', '음침', '귀여운', '척', '착한', '척', '오', '짐', '븅신', '같아', '함', '진짜', '보면', '볼', '수록', '지네', '들', '이', '더', '개븅신', '같음', '과', '몰입', '똘추', '같아', '성급한', '일반', '화의', '오류', '는', '당연하고', '그냥', '엠비티아이', '핑계', '로', '내', '세', '워', '서', '남', '깎아', '내리는', '저급한', '사람', '같아서', '현생', '에서', '만나기', '싫은', '타입', '임이건', '아까', '주운', '짤', '뷰티', '틴트', '마스카라', '화장', '엠비티아이', '과', '몰입', '학교', '친구']"
"['윈터', '는', '버블', '을', '진짜', '편하게', '생각', '하는', '듯']","['그냥', '진짜', '편하게', '말', '하는', '거', '같아', '몇', '달', '구독', '했었고', '팬', '인데', '그렇게', '느낌', '마냥', '나쁜', '거', '라고는', '할', '수', '없겠지만', '버블', '이라도', '말', '조심했으면']"
"['연예인', '인', '연예인', '빨간', '머리', '도', '소화', '해내는', '비투비', '민혁']","['이렇게', '까지', '쨍', '한', '빨간색', '분홍색', '어떻게', '소화', '하는', '거야', '역시', '연예인', '은', '연예인', '임', '군대', '까지', '다녀왔는데', '미모', '자기', '관리', '빡시게', '한', '듯']"
"['스', '우파', '노제', '는', '예쁜', '게', '죄다']","['여적', '여', '봐라', '심지어', '노제', '가', '소속', '이라는', '되도', '않는', '루머', '까지', '만들어서', '까고', '있음', '취향', '따라', '갈리는건데', '왜', '저러는지', '모르겠다', '솔직히', '난', '심사', '위원', '으로', '전문', '댄서', '데려와도', '노제', '뽑힐', '것', '같던데']"
"['장원영', '만큼', '마르', '면', '살찌울꺼야']","['애', '들', '이', '장원영', '급', '으로', '말랐다고', '살', '좀', '쪄라는데', '난', '딱히', '엄청', '쪄야', '될', '몸', '은', '아니라고', '생각', '하', '거든', '너', '네', '같으면', '찌워', '키', '이라서', '지금', '장원영', '말고', '프듀', '장원영', '몸', '이랑', '비슷함']"
"['전', '에이프릴', '이현주', '가', '해명', '해야', '할', '것', '들']","['현주', '는', '자기', '가', '나가고', '잘', '돼가는', '에이프릴', '을', '보면서', '앙심', '을', '품은거', '같음', '이현주', '된장찌개', '사태', '라는', '유튜브', '영상', '을', '보면', '오로지', '자기', '가', '중심', '이', '돼야하고', '모든', '관심', '을', '자기', '만', '받아야', '직성', '이', '풀리는', '그런', '성격', '인게', '바로', '보임', '연예계', '에서', '완전히', '잊혀진', '체', '에이프릴', '에', '이를', '갈다가', '허위', '폭로', '한', '것', '으로', '밖에', '생각', '할수', '없음', '이유', '는', '그동안', '의', '주장', '과', '상반', '되는', '사실', '이', '계속', '밝혀지고', '있고', '에이프릴', '멤버', '들', '의', '해명', '도', '이현주', '의', '주장', '과는', '전혀', '상반', '되며', '증거', '를', '모두', '내놓고', '있음', '수많은', '사람', '들', '이', '해명', '하', '라는', '요청', '에도', '묵묵히', '영상', '을', '올리고', '광고', '나', '찍는', '현주', '의', '행태', '에', '많은', '사람', '들', '이', '점점', '등', '을', '돌리고있음', '지', '금도', '하루하루', '고', '통속', '에', '죽음', '까지', '생각', '한다는', '억울', '하', '게', '마녀사냥', '당했을', '확률', '이', '높은', '다른', '멤버', '들', '을', '위', '해서도', '반드시', '진실', '이', '밝혀져', '야함이건', '에이프릴', '팬', '이다', '아니다', '를', '떠나서', '죄', '없이', '사회', '적', '으로', '생매장', '된', '명의', '사람', '들', '을', '구', '해내기', '위', '해서', '임']"
"['정국', '이', '거', '뭔', '말', '이야']","['자기', '노래', '를', '만들어', '달라', '는', '거야', '가사', '처럼', '이라', '하니까', '그런', '얘기', '아닌가', '싶은데']"
"['스', '우파', '립', '제이', '로', '잘린']","['난', '솔직히', '립', '제이', '로', '잘린', '배틀', '립', '제이', '가', '이겼다고', '생각', '하는데', '물론', '로', '잘', '린', '님', '도', '잘', '하셨지만', '립', '제', '이', '쌤', '이', '더', '연륜', '있고', '노래', '분위기', '맞춰서', '잘', '했다', '생각', '함', '게다가', '립', '제이', '님', '첫', '번째', '받은', '배틀', '곡', '은', '예전', '에', '행사', '에서', '저', '지쇼', '로', '했던', '노랜데', '그걸', '어케', '지냐고아니', '걍', '그렇다고', '립', '제이', '님', '이', '넘', '봐', '줬다', '이건']"
"['제일', '최악', '인', '뭐라고', '생각', '해']","['난', '얘', '네', '가', '넘사', '인듯', '진짜', '본', '애', '들', '중', '는', '개', '같은', '놈이었음', '일단', '지금', '울', '반', '지가', '좋아하는', '애가', '나', '좋아한다고', '걔', '한테', '이', '간질', '조카', '시켜서', '어장', '치는', '애', '만들고', '하지도', '않은', '짓', '지가', '꾸미고', '설계', '해서', '나', '한테', '덤탱이', '씌움', '근데', '너무', '멍청해서', '뭘', '할려고', '하면', '눈', '에', '다', '보이는데', '같아', '진짜', '개', '빡쳐서', '나', '좋아하는', '애', '한테', '별', '관심', '없었는데', '걔', '랑', '사겨서', '참', '교육', '해주고', '싶음']"
"['내년', '최저임금', '만원', '이', '다', '굳']","['이제', '년후', '이', '면', '한', '달', '연봉', '만원', '가능할듯', '굳', '굳', '이', '게', '우리', '이', '문', '통', '을', '뽑은', '이유지', '가난', '없는', '새', '상', '가즈', '아']"
"['에이핑크', '초롱']","['이번', '논란', '잘', '정리', '된', '건가', '애초', '에', '이', '사건', '터져도', '워낙', '평판', '이', '좋아서', '인지', '멜론', '돌잔치', '며', '광고', '며', '계속', '하고', '뭐', '지', '진짜', '해결', '된', '건가']"
"['스', '우파', '나', '만', '이', '해', '안되나']","['리더', '계급', '메인', '댄서', '선', '발전', '에서', '리', '정이', '상체', '흔들림', '없이', '깔끔하게', '너무', '잘한', '것', '같은데', '왜', '안', '뽑힌', '건지', '이해', '안됨', '내', '가', '캐치', '못', '하는', '포인트', '가', '있는', '건가', '노', '제도', '잘', '하긴', '했는데', '안정감', '이랑', '깔끔함이', '리', '정이', '한', '수', '위', '였다고', '봄']"
"['윈터', '욕', '하는', '애', '들', '햄스터', '에', '대해', '아무', '것', '도', '모름']","['윈터', '보고', '합사', '하면', '안되는', '기', '본', '상식', '도', '모르냐고', '욕', '해', '대고', '마리', '라는', '것', '에', '무조건', '흥분하는데', '햄스터', '는', '자궁', '이', '개', '라', '임신', '한상태', '에서', '또', '임신', '할수도', '있고', '임신', '기간', '도', '일', '에서', '일', '정도', '고', '새끼', '를', '한두', '마리', '낳는게', '아니라', '많게는', '열', '댓', '마리', '도', '낳음', '까는', '애', '들', '중', '에', '이런', '사실', '아는', '애도', '거의', '없고', '오랫동안', '케이', '지에', '여러', '마리', '두고', '고문', '시킨것', '마냥', '몰고가는데', '어이없네', '짧은기', '간안에', '번', '출산', '하면', '마리', '금방', '될수있는데', '그리고', '직후', '에', '분리', '안', '해줬다고', '욕', '하는데', '분리', '했는지', '안', '했는지', '어떻게', '알', '아', '분리', '안', '해줬을거라고', '추정', '하고', '욕', '하는거', '더', '역겨', '움', '또', '한', '마리', '만', '키우게', '됐다고', '나머지', '마리', '버렸단', '얘기', '도', '아니잖아', '분양', '하', '거나', '그랬겠지', '욕', '못', '해', '안달', '난', '인간', '들', '많네']"
"['비투비', '프니엘', '더', '보이즈', '영훈', '닮지', '않음']","['킹덤', '볼', '때', '마다', '생각', '했던건데', '프니엘', '머리', '길었을', '때', '랑', '영훈', '이랑', '닮은거', '같다고', '생각', '을', '함', '일단', '마스크', '쓴', '사진', '부터', '이건', '프니엘', '이건', '영훈', '인데', '눈', '이', '진짜', '닮은듯', '머리스타일', '비슷하니까', '더', '닮은거', '같아이건', '프니엘', '이건', '영훈', '인데', '전반', '적', '이', '느낌', '이', '되게', '비슷하지', '않음', '몰라', '그냥', '내', '생각', '적어', '봤어', '둘', '다', '너무', '내', '가', '좋아하는', '얼굴', '이라']"
