제목 형태소,본문 형태소
"['방탄', '오늘', '저녁', '에', '출국', '하', 'ㄴ다', '네']","['기사', '에', '쓰', '어', '있으']"
"['역대', '가온 차트', '연간', '앨범', '매출']","['년', '위', '소녀시대', '만', '장위', '슈퍼주니어', '만', '장', '슈퍼주니어', '합산', '위', '만', '장위', '샤이니', '만', '장', '위', '비스트', '만', '장', '위', '빅뱅', '만', '장', '태양', '솔로', '유닛', '합산', '위', '동방신기', '만', '장위', '카라', '만', '장위', '만', '장위', '만', '장년', '위', '소녀시대', '만', '장위', '슈퍼주니어', '만', '장', '슈퍼주니어', '유닛', '합산', '위', '동방신기', '만', '장위', '빅뱅', '만', '장', '유닛', '지드래곤', '솔로', '승리', '솔로', '합산', '위', '만', '장위', '비스트', '만', '장위', '김현중', '만', '장위', '씨엔블루', '만', '장', '위', '인피니트', '만', '장', '위', '아이유', '만', '장년', '위', '빅뱅', '만', '장', '유닛', '지드래곤', '솔로', '합산', '위', '슈퍼주니어', '만', '장', '슈퍼주니어', '슈퍼주니어', '유닛', '합산', '위', '동방신기', '만', '장위', '인피니트', '만', '장성규', '솔로', '합산', '위', '소녀시대', '만', '장', '태', '티', '서', '유닛', '합산', '위', '샤이니', '만', '장위', '엑소', '만', '장위', '비스트', '만', '장', '양요섭', '솔로', '합산', '위', '비원', '에', '이포', '만', '장', '위', '김준수', '만', '장년', '위', '엑소', '만', '장위', '샤이니', '만', '장위', '인', '피', '니트', '만', '장인', '피', '니트', '유닛', '성', '규', '솔로', '합산', '위', '빅뱅', '만', '장', '지드래곤', '솔로', '승리', '솔로', '탑', '솔로', '합산', '위', '김재중', '만', '장위', '소녀시대', '만', '장', '태', '티', '서', '유닛', '합산', '위', '빅스', '만', '장', '위', '조용필', '만', '장위', '비', '에이', '피', '만', '장위', '씨엔블루', '만', '장년', '위', '엑소', '만', '장', '위', '슈퍼주니어', '만', '장', '규현', '솔로', '슈퍼주니어', '유닛', '합산', '위', '동방신기', '만', '장위', '인피니트', '만', '장', '인피니트', '유닛', '합산', '위', '소녀시대', '만', '장위', '방탄', '소', '년', '단', '만', '장', '위', '빅스', '만', '장', '위', '만', '장재', '중', '솔로', '합산', '위', '비스트', '만', '장위', '갓', '세븐', '만', '장년', '위', '엑소', '만', '장위', '방탄소년단', '만', '장위', '빅뱅', '만', '장위', '소녀시대', '만', '장', '태연', '솔로', '태', '티', '서', '유닛', '합산', '위', '슈퍼주니어', '만', '장', '유닛', '규현', '솔로', '합산', '위', '샤이니', '만', '장종현', '솔로', '태민', '솔로', '합산', '위', '빅스', '만', '장', '유닛', '합산', '위', '인피니트', '만', '장', '인피니트', '유닛', '성', '규', '솔로', '합산', '위', '갓', '세븐', '만', '장위', '씨엔블', '루', '만', '장정', '용', '화', '솔로', '합산', '년', '위', '엑소', '만', '장', '체', 'ㄴ', '백', '시', '유닛', '레이', '솔로', '합산', '위', '방탄소년단', '만', '장위', '트와이스', '만', '장', '위', '세븐틴', '만', '장', '위', '샤이니', '만', '장종현', '솔로', '태민', '솔로', '합산', '위', '갓', '세븐', '만', '장위', '빅스', '만', '장', '위', '아이오', '아이', '만', '장위', '인피니트', '만', '장', '우현', '솔로', '합산', '위', '업', '텐션', '만', '장년', '위', '방탄소년단', '만', '장위', '엑소', '만', '장위', '워너', '원', '만', '장위', '트와이스', '만', '장', '위', '세븐틴', '만', '장', '위', '갓', '세', '븐', '만', '장', '위', '소녀시대', '만', '장', '태연', '솔로', '합산', '위', '만', '장', '유닛', '드림', '유닛', '합산', '위', '몬스타', '엑스', '만', '장', '위', '뉴이스트', '만', '장년', '위', '방탄소년단', '만', '장위', '엑소', '만', '장', '체', 'ㄴ', '백', '시', '유닛', '합산', '위', '워너', '원', '만', '장위', '트와이스', '만', '장', '위', '만', '장', '유닛', '드림', '유닛', '합산', '위', '샤이니', '만', '장종현', '솔로', '태민', '솔로', '키', '솔로', '온유', '솔로', '합산', '위', '갓', '세븐', '만', '장위', '세븐틴', '만', '장', '위', '뉴이스트', '만', '장위', '몬스타엑스', '만', '장년', '위', '방탄소년단', '만', '장위', '엑소', '만', '장', '백현', '솔로', '세훈', '찬열', '유닛', '합산', '위', '세븐틴', '만', '장위', '트와이스', '만', '장', '위', '갓', '세븐', '장저스', '투', '유닛', '합산', '위', '만', '장', '유닛', '드림', '유닛', '합산', '위', '엑스', '원', '만', '장위', '슈퍼주니어', '만', '장', '유닛', '규현', '솔로', '예성', '솔로', '합산', '위', '강', '다니엘', '만', '장위', '몬스타', '엑스', '만', '장년', '위', '방탄소년단', '만', '장위', '만', '장', '유닛', '드림', '유닛', '합산', '위', '세븐틴', '만', '장', '위', '블랙', '핑크', '만', '장위', '아이즈', '원', '만', '장', '위', '트와이스', '만', '장', '위', '김호중', '만', '장위', '백현', '만', '장위', '투모로우', '바', '이', '투게더', '만', '장위', '갓', '세븐', '만', '장']"
"['아버지', '가', '아들', '에게', '선물', '하', 'ㄴ', '지갑']",[]
"['블핑', '로', '제', '사복', '모음', '뉴욕']","['뉴욕', '시간', '기준일', '출국', '이', 'ㄹ', '피팅', '데이', '일', '멧갈라', '애프터', '파티', '일', '포토', '슛', '일', '생로랑', '플래그', '십', '브로드웨이', '뮤지컬', '일', '티파니', '앤', '코', '본사', '미술관', '일', '소호', '일', '출국']"
"['마크', '아프', '아']","['마크', '요즘', '많이', '아프', '아', '엔', '시티', '체제', '때문', '에', '유닛', '여기저기', '속하', '아', '있', '어서', '활동', '많이', '하', '느라', '힘들', '다는', '얘기', '들', '었', '던', '거', '같', '은데', '진짜', '뭐', 'ㄴ가', '전', '보다', '지치', 'ㄴ', '느낌', '이', '라', '맘', '이', '안', '좋', '네', '근데', '그', '와중', '에', '툭툭', '던지', '는', '말', '들', '이', '다', '정하', '고', '배려', '심', '많', '은', '건', '여전', '하', '아서', '더', '안', '쓰러워']"
"['강아지', '를', '뺑소니', '범', '이', '치', '고', '도망가', '았', '어요']","['안녕하세요', '너무', '속상하', '고', '분하', 'ㄴ', '마음', '에', '제가', '하', 'ㄹ', '수', '있', '는', '일', '은', '이곳', '에', '글', '이', '라도', '올리', '어서', '많', '은', '사람', '들', '에게', '알리', '고자', '글', '올리', '어', '보', 'ㅂ니다', '일단', '자전거', '뺑소니', '범', '은', '도망가', 'ㄴ', '즉시', '에', '신고', '하', '고', '접수', '가', '되', 'ㄴ', '상태', '이', 'ㅂ니다', '토요일 오후', '강아지', '와', '산책', '을', '하', '던', '도중', '전방', '으로', '쌩쌩', '오', '던', '자전거', '가', '저희', '강아지', '위', '로', '올라타', '고', '지나', '갔', '습니다', '강아지', '는', '놀라', 'ㄴ', '상태', '로', '얼음', '되', '어', '오', 'ㄴ', '몸', '부들', '부들', '떨', '고', '있', '는', '상태', '이', '어서', '강아지', '가', '너무나', '걱정', '이', '었', '어요', '저', '는', '놀라', '아서', '비명', '소리', '와', '함께', '강아지', '가', '다치', 'ㄴ', '곳', '없', '는지', '먼저', '살펴보', '았', '고', '강아지', '를', '안', '아서', '일단', '자전거', '에서', '빼내', '던', '도', '중', '자전거', '타', 'ㄴ', '대', '중후반', '되', '보이', '는', '뺑소니', '범', '이', '갑자기', '저', '보고', '잘', '보', '고', '다니', '어', '반말', '하', '면서', '이', '거', '아주', '미', '치', 'ㄴ', '년', '이', '네', '라고', '하', '더군', '요', '뒤', '에서', '오', '는', '자전거', '아니', '었', '고', '전방', '으로', '오', '던', '자전거', '이', '었', '습니다', '제', '강아지', '가', '갑자기', '튀어나오', 'ㄴ', '것', '도', '아니', '었', '고요', '산책로', '길', '이', '가로', '로', '넓', '은', '길', '이', '아니', '라서', '자전거', '와', '사람', '반려', '견', '이', '정면', '으로', '서로', '마주치', '면', '자전거', '가', '속도', '를', '줄이', '고', '사람', '이', '한', '쪽', '길', '로', '붙들', 'ㄴ', '하', '아야', '하', '아요', '그래야', '안전', '하', '게', '지나치', 'ㄹ', '수', '있', '는', '거리', '에', '요', '그러나', '자전거', '뺑소니', '범', '은', '속도', '를', '줄', '이', '지도', '주의', '를', '주지', '도', '않', '았', '고', '그대로', '강아지', '를', '치', '어', '버리', '었', '죠', '강', '아지', '살펴보', '는데', '태어나', '아서', '현실', '쌍', '욕', '은', '처음', '들', '어', '보', 'ㅂ니다', '순간', '귀', '를', '의심', '하', '았', '는데', '저', '역', '시', '욕', '받', '을', '상황', '아니', '라', '생각', '들', '어서', '같이', '욕', '하', '아', '주', '었', '고', '에', '신고', '하', '려고', '핸드폰', '들', '니', '엄청', '위험', '하', 'ㄹ', '정도', '로', '쌩쌩', '자전거', '타', '고', '달리', '어', '도망', '가', '더라고', '요', '민트', '색', '밝', '은', '하늘색', '자전거', '타', '았', '고', '안경', '쓰', '었', '고요', '대낮', '이', '어도', '산책로', '가', '한적', '하', '었', '습니다', '제', '가', '여자', '고', '체', '구도', '작', '고', '그렇', '었', '으니', '본인', '이', '강아지', '를', '치', '고', '도', '당당', '하', '게', '욕', '부터', '하', '고', '제가', '신고', '하', 'ㄹ', '기미', '를', '보이', '니', '아주', '재', '빠르', '게', '도망치', '듯', '달아나', '아서', '잡', '을', '수', '가', '없', '었', '네', '요', '덩치', '크', 'ㄴ', '남자', '이', '었', '어도', '욕', '하', '았', '을까요', '전', '아니', '라고', '보', '아요', '너무', '억울', '속상하', '아요', '정말', '순식', '간', '일어나', 'ㄴ', '일', '이', '고', '강아지', '가', '있', '어서', '뛰', '기', '도', '어렵', '었', '네요', '그', '게', '너무', '너무', '아쉽', '네요', '뭐', '이', '라도', '증거', '남기', '어야', '되', 'ㄹ', '것', '같', '아서', '정신', '차리', '고', '황급히', '달아나', '는', '뒷모습', '밖', '에', 'ㄴ', '찍', '지', '못하', '았', '습니다', '위', '사진', '사건', '이', '일어나', 'ㄴ', '장소', '는', '고양시', '원흥역', '번', '출구', '옆쪽', '창릉천', '산책로', '이', '구요', '억울', '하', '고', '분하', 'ㄴ', '마음', '에', '이곳', '에', '이', '라도', '글', '올리', '어서', '마음', '을', '조금', '진정', '시키', '어', '보', '려', '하', '아요', '강아지', '와', '산책', '도중', '주', 'ㄹ', '하', '았', '어요', '봉', '변', '당하', 'ㄴ', '기분', '이', '에요', '강아지', '도', '저', '도', '자전거', '트라우마', '생기', 'ㄹ', '거', '같', '구요', '이상', '하', 'ㄴ', '사람', '상상', '이상', '의', '돌아이', '가', '많', '은', '세상', '이', '지만', '진짜', '진짜', '나쁘', 'ㄴ', '놈', '이', '라며', '본인', '도', '강아지', '키우', '는데', '너무', '화가', '나', 'ㄴ다면서', '꼭', '잡', '도록', '노력', '하', '아', '주', '겠', '다던', '담당', '형사', '님', '의', '말', '에', '그래도', '조금', '은', '마음', '이', '진정', '되', '었', '네요', '이', '글', '이', '베스트', '글', '되', '어서', '도', '주범', '이', '알', '게', '되', '거나', '그', '주위', '측근', '지인', '들', '이', '알', '게', '되', '거나', '일말', '의', '양심', '의', '가책', '을', '느끼', '거나', '하', '았', '으면', '하', '는', '마음', '이', '에요', '읽', '어', '주', '시', '어서', '감사', '하', 'ㅂ니다']"
"['에이티즈', '리더', '아가', '썰']","['너무', '자연', '스럽', '게', '멤버', '들', '무릎', '에', '눕', '어', '있', '기', '에이티즈', '리더', '이', 'ㄴ데', '귀여워', '김홍', '중', '개월', '맞', '네', '기', '지', '개', '피', '는', '아가', '시간', '남', '으면', '한', '번', '보', '기', '❤']"
"['근데', '방탄', '도', '좋', '았', '을', '것', '같', '음']","['오랜만', '에', '사람', '들', '저렇', '게', '많이', '보', 'ㄴ', '거', '아니', '냐', '본인', '들', '홈', '마도', '보이', '었', '을', '걸', 'ㄴ데', '좋', '았', '을', '것', '같', '어']"
"['여자', '컵', '만', '되', '도', '엄청', '불편', '하', '지', '않', '음']","['내', '가', '그런데', '진짜', '없이', '살', '아', '보', '고', '싶', '음', '너', '네', 'ㄴ', '뭐', '가', '나', '음', '작', '은', '게', '낫', '다', '추', '크', 'ㄴ', '게', '좋', '다', '반', '틴트', '뷰티', '화장', '유', '투', '버', '뷰투', '버']"
"['오징어', '게임', '다', '보', '았', '는데']","['이정재', '캐릭터', '이', '해안', '가', '네', '결말', '도', '헛', '웃음', '나오', 'ㅁ', '같', '아']"
"['오', '아', '이것', '보', '아', '리', '정', '돈', '개', '많이', '벌', '듯']","['트와이스', '는', '걍', '리정', '이', '다', '만들', '었', '는데', '그리고', '리', '정', '워크샵은', '빡센축에', '속', '하', '는', '데', '도', '열', '면', '다', '매진', '이', '라', '거진', '티켓팅', '수준', '이렇', '어', '이제', '와', '쥐', '전담', '안무', '가', '니까', '돈', '더', '벌', '듯', '내', '가', '전담', '알', 'ㄴ', '무가', '라고', '한', '건', '리정', '이', '들어가', 'ㄴ', '뒤', '로', '리', '사전', '소', '미제', '이', '니', '솔로', '리믹스', '아이콘', '킹덤', '무대', '등', '안', '무', '거의', '다', '맡', '길래', '이', '말', '한', '거', '야', '외부', '가수', '들', '이랑', '도', '작업', '하', '는', '거', '당근', '알', 'ㄹ', '지이']"
"['에이티즈', '세계관', '붕괴']","['나', '진짜', '스우파', '너무', '재밌', '게', '보', '고', '있', '었', '는데', '사실', '에이티즈', '투표', '하', 'ㄹ', '때', '허니', '제', '이랑', '노', '제', '나오', '아서', '넘넘', '조', '오', '았', '당', '그리고', '노', '노', '카', '짱', '도', '귀엽', '었', '어', '그리고', '정우영', '아나운서', '님', '을', '만나', 'ㄴ', '정우영', '다', '들', '감사', '하', '아요', '❤']"
"['슈가', '겁나', '아', '좋아하', '는', '기자', '들']","['제이홉', '슈가', '제이홉', '알엠', '뷔', '알엠', '슈가']"
