제목 형태소,본문 형태소
"['시어머니', '말투', '때문', '에', '싸우', '고', '파', '혼', '생각', '중', '이', 'ㅂ니다']","['본문', '에', '들어가', '기', '전', '에', '출생', '지역', '부터', '알리', '어', '드리', 'ㄹ게요', '저', '는', '수원', '에서', '태어나', '아서', '대학', '도', '서울', '에서', '나오', '았', '고', '지금', '은', '지방', '광역시', '에서', '공기업', '에', '다니', '고', '있', '는', '대', '중반', '이', 'ㅂ니다', '결혼', '을', '준비', '중인', '남', '친', '은', '전남', '작은 도시', '에서', '태어나', '아서', '서울', '에서', '대학', '을', '나오', '아', '같', '은', '직장', '에서', '근무', '하', '고', '있', '으며', '나', '이', '는', '대', '후반', '이', 'ㅂ니다', '처음', '입사', '하', '고', '서구', '적', '이', 'ㄴ', '외모', '가', '이상', '형', '잇', '었', '는데', '딱', '스타일', '이', '맞', '아서', '제가', '호감', '을', '보이', '고', '편하', 'ㄴ', '직장', '동료', '썸', '으로', '년', '정도', '지', '내', '다가', '년', '반', '정도', '사귀', '고', '지금', '현재', '결혼 이야기', '까', '지', '나오', 'ㄴ', '상태', '이고', '남', '친', '은', '저번', '달', '에', '수원', '저희', '집', '에', '찾아가', '아서', '인사', '를', '드리', '었', '고', '어제', '토요일', '에', '제가', '남', '친', '부모', '님', '댁', '에', '인사', '를', '드리', '러', '가', '았', '습니다', '남', '친', '은', '삼', '형제', '로', '크', 'ㄴ', '형', '은', '대', '중반', '결혼', '년차', '부모', '님', '과', '같', '은', '지역', '에서', '지', '내', '고', '있', '으며', '공무', '원작', '은', '형', '은', '서울', '에', '살', '며', '대', '초반', '결혼', '년차', '대기업', '대', '달', '니', '고', '있', '습니다', '크', 'ㄴ', '형', '의', '가족', '은', '연애', '하', 'ㄹ', '때', '번', '이', 'ㄴ가', '만남', '을', '가지', '었', '고', '크', 'ㄴ', '형수', '님', '그러니까', '제', '크', 'ㄴ', '형님', '이', '남', '친', '어머님께', '제', '이야기', '를', '잘', '하', '아', '주', '시', '어서', '절', '나쁘', '지', '않', '게', '생각', '하', '시', 'ㄴ다고', '들', '었', '어요', '크', 'ㄴ', '형수', '님', '은', '처가', '가', '경남', '쪽', '이', '시', 'ㄴ데', '크', 'ㄴ', '형', '께서', '지방', '으로', '파견', '나가', '았', '을', '때', '연애', '하', '게', '되', '어', '결혼', '을', '하', '고', '평생', '한', '번', '도', '오', '아', '보', '지', '못하', 'ㄴ', '이곳', '전남', '으로', '오', '시', '었', '다고', '하', '시', '러', '이', '라', '구', '요', '작은형', '내외', '는', '한', '번', '도', '뵈', 'ㄴ', '적', '이', '없', '고', '이', '번', '추석', '때', '작', '은', '형', '가족', '이', '안', '내려오', 'ㄴ다고', '하', '아서', '남', '친', '이랑', '수원', '저희', '집', '에', '인사', '가', 'ㄹ', '때', '작', '은', '형', '내외', '인사', '도', '한', '번', '하', '려고', '계획', '중', '이', 'ㅂ니다', '어제', '남', '친', '의', '집', '에', '긴장', '하', '고', '가', '았', '어요', '아', '참', '그전', '에', '남', '친', '집안', '설명', '을', '드리', '자면', '남', '친', '아버님', '께서', 'ㄴ', '고등학교', '교감', '선생님', '으로', '정년', '하', '시', '고', '지금', '은', '초', '등하교', '보이', 'ㄴ', '지킴이', '그런', '걸', 'ㄹ', '하', '시', 'ㄴ다고', '들', '었', '어요', '그냥', '용돈', '벌이', '로', '아이들', '등하교', '시간', '안전', '을', '키', '켜', '어', '주', '시', 'ㄴ', '분', '이', '라고', '하', '더라구', '요', '그래서', '살', 'ㄹ', '림', '은', '배달', '만원', '넘', '는', '연금', '나오', '시', '고', '제가', '알', '기', '로', 'ㄴ', '작', '은', '상가', '두', '개', '가', '있', '는데', '두', '곳', '에서', '만', '원', '정도', '나오', 'ㄴ다고', '들', '었', '어요', '코로나', '터지', '면서', '아버님', '께서', '코로나', '종식', '되', '고', '경기', 'ㄹ', '살아나', 'ㄹ', '때', '까지', '월세', '반', '만', '받', '으시', 'ㄴ다고', '하', '시', '어서', '그', '정', '도지', '코로나', '끝나', '아', '몀', '수익', '은', '더', '늘어나', '겠', '죠', '남', '친', '한테', '들', '어', '보', 'ㄴ', '말', '론', '그', '상가', '거의', '년', '동안', '한', '번', '도', '바뀌', '지', '않', '고', '장사', '도', '잘', '하', 'ㄴ다고', '하', '더라구', '요', '이', '이야기', '는', '시댁', '의', '경제', '적', '이', 'ㄴ', '걸', 'ㄹ', '말씀', '드리', '기', '위하', '아서', '시', '어머니', '께서', '결혼', '후', '평생', '전업', '으로', '지내', '시', '었', '고', '동네', '부녀', '부회장', '이란', '소리', 'ㄹ', '들', '은', '거', '같', '아', '요', '남', '친', '집', '엔', '제사', '도', '있', '고', '년', '에', '번', '할아버지', '할머니', '두', '분', '을', '한', '번', '에', '차례', '추석', '설날', '에', '하', '구요', '작은형', '수', '님', '은', '제사', '참석', '하', 'ㄴ', '적', '한', '번', '도', '없', '을', '정도', '로', '강압', '적', '으로', '참석', '하', '라고', '하시', '지도', '않', '고', '시간', '되', '면', '참석', '하', '라는', '말', '만', '하', '시', 'ㄴ데요', '크', 'ㄴ', '형수', '님', '은', '전업', '이', '라서', '제사', '전', '에', '전부', '치', '는', '걸', 'ㄹ', '하', '는데', '본인', '은', '정말', '시', '어머니', '께서', '재료', '손질', '모든', '걸', 'ㄹ', '다', '준비', '하', '아', '두', '면', '시댁', '에', '가', '아서', '진짜', '부치', '고', '뒤집', '는', '것', '만', '한', '고', '반찬', '싸', '아', '오', '는', '게', '달', '라고', '하', '시', '더라구요', '서론', '이', '길', '었', '네요', '본론', '으로', '가', '아서', '어제', '남', '친', '집', '에', '시', '에', '가', '았', '는데', '마침', '저희', '보다', '큰형', '네', '가족', '이', '분', '일찍', '오', '시', '었', '고', '어머님께', '서', '주방', '에서', '요리', '를', '하', '시', '고', '계시', '고', '조카', '들', '과', '형수', '님', '은', '그냥', '거실', '쇼파', '에', '앉', '아', '계시', '었', '고', '크', 'ㄴ', '형', '은', '아버지', '와', '안방', '에서', '장', '기', '한', '팔', 'ㄴ', '두', '고', '계시', '고', '제가', '들어가', '자', '모두', '나오', '시', '어서', '반갑', '게', '맞이', '하', '아', '주', '시', '엇', '지만', '그래도', '처음', '으로', '가', '는', '집', '이', '라', '긴장', '이', '안', '되', 'ㄹ', '수', '가', '없', '더라구요', '어머님께', '서', '인사부', '바로', '주방', '으로', '가시', '어서', '요', '리르', '하', '시', '고', '계시', '었', '고', '크', 'ㄴ', '형수', '님', '은', '쇼파', '에', '앉', '아', '있', '어서', '제가', '눈치', '가', '보', '아서', '살짝', '주방', '으로', '가', '아서', '돕', '아', '드릴', '게', '없', '나', '서성이', '니까', '어머님께', '서', '그냥', '앉', '아', '있', '으라고', '하', '시', '어서', '거실', '에서', '크', 'ㄴ', '형님', '옆', '에', '앉', '아', '조용히', '이렇', '게', '앉', '아', '있', '어도', '되', 'ㄹ까요', '이', '라', '구', '조심스레', '물어보', '니', '큰형', '님', '께서', '도', '본인', '시집오', '아서', '년', '넘', '도록', '시댁', '주방', '에서', '요리', '해보', 'ㄴ', '적', '없', '다고', '하', '시', '더라구', '요', '저기', 'ㄴ', '어머니', '공간', '이', '고', '워낙', '어머님께', '서', '손', '도', '빠르', '시', '고', '잘', '하', '시', '어서', '누', '군가', '끼어들', '면', '싫', '어', '하', '시', 'ㄴ다고', '분', '정도', '지나', '아서', '주방', '에', '계시', 'ㄴ', '어머님께', '서', '한마디', '하', '시', '었', '는데', '아야', '인자', '상', '펴', '라', '애기', '배', '곪', '것', '다', '말', '한마디', '에', '남자들', '은', '상', '을', '펴', '고', '크', 'ㄴ', '형수', '님', '도', '그때', '서', '야', '일어나', '아서', '거실', '에', '음식', '을', '날', '르', '이', '고', '상차림', '을', '하', '더라구', '요', '또', '놀라', '았', '던', '게', '식기', '들', '이', '모두', '일회용품', '잇', '었', '어요', '마치', '장례식', '장', '상차림', '처럼', '모든', '식기', '가', '일회용품', '이', '어서', '이', '게', '뭐', '지', '하', '는데', '크', 'ㄴ', '형수', '님', '께서', '하', '시', '는', '말', '이', '대가족', '모이', '션', '치우', '는', '게', '일', '이', '고', '설거지', '양', '만', '많', '아서', '시', '댁', '불문율', '이', '라며', '항상', '일회용품', '을', '쓰', 'ㄴ다고', '하', '더라구', '요', '이건', '며느리', '들', '이', '어', '머', '님', '고생', '하', '시', 'ㄹ까', '바', '한', '걸', '라고', '그래서', '손님', '이', 'ㄴ데', '일회용품', '에서', '조금', '마음', '이', '상하', '았', '지만', '내색', '하', '지', '않', '고', '표정', '관리', '하', '며', '음식', '맛있', '게', '먹', '었', '어요', '정말', '음식', '솜씨', '는', '김치', '하나', '부터', '갈비', '까지', '맛', '은', '정말', '긴장', '하', '지', '않', '고', '먹', '었', '다면', '밥', '하', 'ㄴ', '공기', '더', '먹', '고', '십', '을', '정도', '로', '맛있', '더라구', '요', '식사', '중', '어머님께', '서', '크', 'ㄴ', '형', '에게', '아야', '느', '그', '장모', '님', '이번', '무릎', '수술', '하', '시', 'ㄴ', '건', '잘', '되', '시', '었', '다고', '하', '냐', '물', '으시', '었', '고', '전', '귀', '를', '의', '심', '해', '습니다', '야', '느', '그', '장모', '아니', '어쩜', '저리', '막말', '을', '하', '시', '지', '그것', '왜', '형수', '님', '이', '란', '사람', '은', '듣', '고', '만', '있', '지', '도', '저희', '이', '해', '가', '안', '되', '엇', '고', '계속', '하', '아서', '어머님께', '선', '느', '그', '들', '은', '처가', '언제', '가', '냐', '내일', '이렇', '게', '물', '으시', '었', '고', '크', 'ㄴ', '형수', '님', '은', '일', '에', '가', '았', '다가', '일', '에', '오', 'ㄴ다고', '하', '더라구', '요', '밥', '을', '다', '먹', '고', '치우', '는', '건', '또', '이집', '에서', '남자들', '이', '치우', 'ㄴ다는', '룰', '이', '있', '어서', '남', '친', '과', '큰형', '께서', '분리', '수거', '파란색', '봉투', '에', '쓰레기', '그릇', '과', '모두', '치우', '시', '었', '고', '저', '는', '형수', '님', '과', '쇼파', '에', '앉', '아', '있', '으면서', '아버님', '과', '이런저런', '이야기', '를', '하', '았', '고', '정리', '하', '고', '과일', '간단히', '먹', '고', '과일', '은', '형수', '님', '께서', '자르', '시', '었', '네요', '집', '을', '나오', '아', '남', '친', '과', '가', '면서', '차', '에서', '대화', '를', '나누', '면서', '크', '게', '싸우', 'ㄴ', '게', '제거', '멀', 'ㄴ', '서', '어', '어머님', '말투', '에', '대하', '아', '이야기', '를', '하', '았', '어요', '어머님께', '서', '다', '좋', '으시', 'ㄴ데', '말투', '가', '상대방', '배려', '가', '없', '는', '말투', '다', '남', '친', '은', '울', 'ㄹ', '엄마', '말투', '가', '왜', '제가', '아니', '사람', '이름', '을', '부르', '지', '않', '고', '야', '야', '것', '리시', '고', '사돈', '집', '이', 'ㄴ데', '느', '그', '이', '라는', '표현', '이', '너무', '저급', '하', '아', '보이', 'ㄴ다고', '하', '았', '더니', '남', '친', '이', '갑자기', '길가', '에', '차', '를', '세우', '고', '막', '화', '를', '내', '면서', '난리', '를', '치', '는', '거', '에', '너', '지금', '우리', '엄마', '무식', '하', '고', '교양', '없', '다고', '하', '는', '걸', '냐고', '그래서', '전', '맞', '는', '말', '이', '지', '않', '냐', '그럼', '그', '말투', '가', '왜', '교양', '있', '는', '말투', '냐', '그것', '로', '계속', '싸우', '고', '남', '친', '의', '말', '은', '사투리', '쓰', 'ㄴ다고', '사람', '을', '교양', '없이', '생각', '하', '는', '너', '의', '그런', '생각', '자체', '가', '정', '떨', '어', '지', 'ㄴ다고', '하', '더라구요', '아야', '늘', 'ㄴ', '애', '들', '아', '느', '그', '늘', 'ㄴ', '너희', '의', '전라도', '사투리', '뿐', '이', '지', '그', '게', '상대', '망', '을', '무시', '하', 'ㄴ', '말투', '가', '아', '니', '이', '라구', '요', '그렇지만', '일단', '내', '가', '들', '을', '때', 'ㄴ', '솔직히', '저급', '언어', '인', '걸', 'ㄹ', '어쩌', 'ㄹ', '수', '없', '다고', '하', '았', '더니', '너', '랑', '이런', '것', '로', '싸우', 'ㄹ', '주', 'ㄹ', '모르', '았', '다면', '서', '어', '집', '에', '가', '는', '동안', '말', '한마디', '도', '없', '고', '집', '앞', '에서', '내리', '자', '말', '자', '뒤', '도', '안', '보', '고', '가', '아', '버리', '네요', '아직', '까지', '연락', '이', '없', '습니다', '이런', '결혼', '이런', '남자', '와', '결혼', '하', '아야', '되', 'ㄹ까요']"
"['확실이', '에', '셈', '이']","['차트', '상위', '권', '에', '아이돌', '노래', '빼', '고', '다', '슴돌임에', '스파', '엔', '시티', '태연', '레드벨벳', '등']"
"['오징어', '게임', '정호', '열', 'ㄴ', '꼬지', 'ㄹ', '미']","['넷플릭스', '오징어', '게임', '에서', '영상', '으로', '자세히', '보', '니까', '진짜', '매력', '미치', '는', '상남자', '아이', '같', '기', '도', '하', 'ㅁ', '귀여워', '단발', '도', '찰떡', '이', 'ㄴ데', '길', 'ㄴ', '머리', '도', '이', '뻐', '전설', '의', '샤넬', '쇼도', '서', 'ㄴ', '호', '연', '쓰', '지', 'ㄴ', '짜', '아', '개', '이', '뻐', '누구', '가', '정호', '연', '님', '사진', '좀', '더', '주', '어', '보', '아']"
"['다', '들', '즐겁', '다는', '추석', '저', '는', '빠지', 'ㄹ려구', '요']","['아빠', '가', '집안', '막내', '이', '라', '설날', '이나', '추석', '같', '은', '명절', '때', '꼬박꼬박', '친정집', '가', '아', '고', '한', '달', '에', '한', '번', '꼴', '로', '제사', '가', '있', '는', '집안', '이', 'ㅂ니다', '전', '남', '들', '좋', '다고', '좋', '다고', '하', '는', '명절', '이나', '가족', '행사', '가', '너무', '싫', '어요', '아직', '결혼', '생각', '도', '못하', '아', '보', 'ㄴ', '초반', '이', 'ㄴ데', '도', '엄마', '시집', '생활', '하', '는', '걸', 'ㄹ', '보', '면', '진저리', '가', '나', '요', '제사', '음식', '재료', '준비', '하', '는', '거', '전부', '우리집', '에서', '하', '아요', '계란', '식용유', '두부', '고기', '과일', '전부', '준비', '하', '면', '돈', '많이', '나가', 'ㄴ다고', '엄', '마가', '한숨', '쉬', '네요', '그렇', '게', '좋', '은', '재료', '로', '준비', '안', '하', '아', '가', '면', '할머니', '대', '발', '노', '발', '하', '시', '고', '준비', '해', '가도', '크', 'ㄴ', '엄마', '가', '수고', '하', '았', '다고', '재료비', '만원', '주', 'ㅂ니다', '제사', '준비', '비용', '에', '할머니', '할아버지', '용돈', '까지', '하', '아서', '치', 'ㄴ가', '댁', '쪽', '다녀오', '면', '돈', '이', '그냥', '지갑', '에', '구멍', '나', '는', '수준', '으로', '깨지', '어요', '궁금', '하', 'ㄴ', '게', '다른', '집', '에서', '도', '치', 'ㄴ', '가', '댁', '용돈', '을', '달', '에', '에', '제사', '나', '모임', '때', '마다', '용돈', '수준', '으로', '만', '원', '씩', '드리', '어', '요', '아빠', '가', '막내', '이', '고', '아무', '지원', '도', '못', '받', '았', '다', '이', '고', '한', '탄', '하', '았', '어요', '첫째', '형', '은', '대학', '보내', '고', '학원', '에', '과외', '에', '돈', '전부', '들', '이', '붓', '었', '는데', '아빠', 'ㄴ', '어쩌다', '태어나', '아서', '그냥', '데리', '고', '살', 'ㄴ', '아이', '이', '라', '하', '았', '는데', '어찌', '저', '찌', '잘', '살', '는', '거', '보', '고', '그때', '부터', '용돈', '내놓', '아라', '하', '는', '게', '제', '눈', '에', '는', '보이', '어', '요', '달', '에', '한', '번', '씩', '제사', '준비', '에', '명절', '가족', '모임', '에', '할머니', '할아버지', '병원', '이', '라도', '한', '번', '가시', '면', '그', '주', '에', '꼭', '찾아뵈', '서', '몸', '어떻', '시', '냐', '묻', '고', '밥', '한', '번', '지', '어', '드리', '고', '용돈', '쥐', '어', '드리', '고', '돌아오', '아야', '하', '아요', '엄마', '는', '년', '을', '넘', '게', '그렇', '게', '사', '시네', '요', '이', '글', '을', '쓰', 'ㄴ', '이유', '는', '저', '는', '이제', '대학생', '이', '고', '제', '삶', '을', '살', '고', '싶', '어요', '니', '엄마', '는', '그대로', '두', '고', '너', '만', '쏙', '빠지', '고', '싶', '냐', '이런', '소리', '나오', 'ㄹ', '거', '너무', '잘', '알', '는데', '그냥', '지치', '어요', '년', '을', '엄마', '따르', '아', '치', 'ㄴ', '가', '댁', '가', '면서', '제사', '준비', '하', '았', '어요', '전', '부치', '면서', '너', '는', '살', 'ㄹ', '언제', '빼', '니', '여자', '애가', '뚱뚱', '하', '면', '복', '안', '들어오', 'ㄴ', '다', '계속', '그렇', '게', '살', '았', '어요', '저', '도', '서럽', '었', '어요', '내', '가', '전', '부치', '고', '설거지', '하', '면', '서', '왜', '돼지', '처럼', '쳐먹', '어서', '저렇', '게', '애', '를', '망치', '어', '놓', '았', '냐는', '엄마', '꾸중', '하', '는', '소리', '를', '들', '어야', '하', '나요', '왜', '우리', '엄마', '는', '계속', '그것', '듣', '고', '만', '있', '나요', '왜', '우리', '아빠', '는', '아무런', '방어', '도', '하', '아', '주', '지', '않', '나요', '제', '동생', '은', '저', '보다', '뚱뚱', '하', '어요', '그래서', '걔', '가', '친가', '댁', '오', '면', '난리', '가', '나', 'ㅂ니다', '엄마', '랑', '저', '보고', '애', '한테', '뭘', '먹이', '었', '냐고', '고래', '고래', '소리', '를', '지르', '어', '요', '그래서', '걔', '는', '그냥', '집', '에', '두', '고', '다니', '어', '요', '그', '게', '더', '속', '이', '편하', '니깐', '요', '정말', '신기', '하', 'ㄴ', '건', '제가', '년', '넘', '게', '살', '면서', '가족', '행사', '있', '을', '때', '마다', '공부', '하', 'ㄴ다고', '하루', '빠지', '었', '을', '때', '는', '그렇', '게', '절', '나쁘', 'ㄴ', '애로', '몰아가', '더니', '뚱뚱', '하', 'ㄴ', '동생', '은', '데리', '고', '다니', '기', '쪽', '팔리', '었', '는지', '오히려', '안', '오', '는', '게', '좋', '다고', '하', '네요', '사실', '저', '는', '부리', '어', '먹', '기', '편하', '지만', '아무', '일', '도', '못하', '는', '동생', '은', '편리', '하', '지', '도', '않', '으니', '오', '지', '말', '라는', '거', '죠', '그', '모습', '을', '보니', '더', '이상', '참', '기', '가', '싫', '더라구', '요', '갑자기', '생각나', 'ㄴ', '기', '억', '이', '하나', '있', '어요', '가족', '여행', '을', '가', '았었', '어요', '방', '은', '패밀리', '사이즈', '로', '개', '를', '잡', '아서', '우리', '가족', '과', '할머니', '네', '가족', '으로', '나뉘', '었', '는데', '그날', '점심', '을', '먹', '고', '할머니', '댁', '에서', '과일', '을', '잔뜩', '사', '길래', '그렇', '구나', '하', '았', '죠', '저녁', '에', '갑자기', '저희', '방', '으로', '오', '더니', '과일', '봉투', '를', '식탁', '위', '에', '턱', '올려놓', '는', '거', '에', '요', '우리', '보', '고', '자르', '아서', '대접', '하', '라는', '거', '죠', '엄마', '는', '키위', '알레르기', '가', '있', '어요', '가', '아', '지', '어', '오', 'ㄴ', '과일', '중', '에', '키위', '만', '덩그러니', '남', '았', '죠', '안', '자르', '아', '주', '면', '다시', '가져가', '아', '하', '겠', '지', '하', '았', '는데', '갑자기', '할아버지', '가', '절', '부르', '시', '는', '거', '에', '요', '이', '거', '니', '가', '자르', '아서', '크', 'ㄴ', '아빠', '가지', '어다', '주', '라고', '그때', '제', '나이', '살이', '이', '었', '어요', '엄마', '가', '키', '위', '를', '못', '먹', '는데', '절', '라고', '키', '위', '를', '많이', '먹', '어', '보', '았', '을까요', '저', '도', '잘', '못', '자르', '았', '어요', '일단', '엄마', '가', '자르', 'ㄴ', '과일', '이랑', '제가', '엉성', '하', '게', '자르', 'ㄴ', '키', '위', '를', '크', 'ㄴ', '아빠', '한테', '가져가', '았', '어요', '제가', '자르', 'ㄴ', '키', '위', '를', '보', '곤', '과일', '자르', '는', '연습', '많이', '하', '아야', '하', '겠', '다면서', '웃', '던', '모습', '키위', '한', '통', '을', '제가', '다', '잘', '랐는데', '그날', '들', '은', '소리', '이', '라고', '는', '과일', '자르', '는', '연습', '하', '라는', '소리', '뿐', '이', '에', '요', '이', '게', '가족', '이', 'ㄴ가요', '전', '아직', '도', '키우', '어', '가', '싫', '어요', '이번', '추석', '때', '는', '치', 'ㄴ', '가', '댁', '에', '가', '고', '싶', '지', '않', '아', '요', '가족', '간', '의', '소속', '감', '핏줄', '의', '끌리', 'ㅁ', '이런', '거', '하나', '도', '없', '어요', '제', '년', '간의', '친척', '들', '과', '의', '기억', '은', '다', '저', '딴', '거', '뿐', '이', '에', '요', '그냥', '이', '상하', '게', '억울', '하', '고', '속상하', '아요', '엄마', '는', '왜', '아빠', '를', '선택', '하', '았', '을까', '아빠', '는', '치', 'ㄴ', '가', '댁', '에서', '공격', '받', '는', '우리', '가족', '을', '가만히', '두', '고', '있', '늘', 'ㄴ', '걸', 'ㄹ', '보', '면', '치', 'ㄴ', '가', '댁', '에', '더', '소속감', '을', '느끼', '는', '건', '가', '아', '왜', '우리집', '은', '꼬박꼬박', '친가', '댁', '에', '찾아가', '아서', '욕', '을', '먹', '지', '그냥', '지치', '었', '어요', '대학', '생활', '도', '힘들', '고', '요즘', '터지', 'ㄴ', '일', '하나', '가', '절', '너무', '힘들', '게', '하', '는데', '추석', '때', '가족', '들', '을', '만나', 'ㄹ', '생각', '을', '하', '니', '머리', '가', '지끈거리', '더', '굴', 'ㄴ', '요', '전', '부모', '님', '한테', '년', '동안', '치', 'ㄴ', '가', '댁', '가지', '말', '자', '고', '말', '하', '았', '어요', '근데', '돌아오', '는', '말', '이', '라고', '는', '그래도', '가족', '이', '잖니', '하', '아무리', '말', '하', '고', '사', '정해', '도', '부모', '님', '이', '들어주', '지', '않', '고', '계속', '가시', '겠', '다면', '그것', '제가', '어찌', '말리', '어요', '그냥', '제가', '빠지', 'ㄹ래', '요', '그냥', '가지', '말', '자', '그냥', '열', 'ㄴ', '끊', '자', '내', '자존', '감', '갉', '아', '먹', '는', '사람', '들', '이랑', '더', '이상', '이어', '가지', '말', '자', '이번', '추석', '은', '가지', '않', '으려', '이', '구요']"
"['로', '제', '이런', '사복', '스타일', '도', '너무', '좋', '네']","['차분', '하', '고', '고급', '지다']"
"['남', '돌이', '잃', '으면', '안', '되', '는', '것']","['꾸준', '하', 'ㄴ', '소통', '외모', '개그', '감']"
"['성매매', '로', '이', '혼', '하', 'ㅂ니다', '방금', '현', '장보고', '오', '았', '네요']","['사진', '은', '적나라', '하', '게', '다나와', '성', '첨부', '하', 'ㄹ', '수', '없', '는', '점', '양해', '부탁', '하', '아요', '그리고', '방금', '방석', '집', '같', '은', '데', '서', '난장판', '치', '고', '현장', '잡', '고', '오', '아서', '말', '에', '두서', '가', '없', '어도', '이해', '부탁', '드리', 'ㅂ니다', '신랑', '이', '아니', '이', '제', '강아지', '라고', '부르', 'ㄹ', '게', '요', '강아지', '가', '며칠', '전', '부터', '하루', '가', '멀', '다', '하', '고', '술', '을', '먹', '더라고요', '그렇', '고', '오늘', '술', '먹', '더니', '핸드폰', '지갑', '다', '놓', '고', '신용카드', '만', '숨기', '어', '나가', '아서', '핸드폰', '어', '플로', '내역', '확인', '하', '아', '보', '니', '한', '군데', '서', '처음', '마', '넌', '긁', '고', '같', '은', '집', '에서', '마', '넌', '두', '번', '째', '군데', '서', '마', '넌', '긁', '고', '세', '번', '째', '에서', '마', '넌', '긁', '고', '같', '은', '집', '에서', '마', '넌', '긁', '어서', '택시', '타', '고', '어', '프', 'ㄹ', '에서', '확인', '되', '는', '주소', '로', '동생', '이랑', '쫓아가', '았', '더니', '그', '년', '이', '문', '걷', '어', '잠그', '고', '있', '길래', '불법', '성매매', '로', '경찰', '부르', 'ㄴ다고', '하', '니', '그때', '서', '야', '열', '더라고요', '그때', '성매매', '하고', '있', '었', '던', '거', '하', '겠', '죠', '그래서', '가', '자마자', '강아지', '주머니', '뒤지', '어', '술집', '년', '한테', '가', '아', '위', '다르', '아', '하', '아서', '자르', '아', '버리', '고', '녹음', '하', '고', '사진', '찍', '고', '한참', '뒤', '에', '열', '어', '옷', '은', '입', '고', '있', '음', '카드', '내역', '이랑', '것', '리뷰', '해서', '그', '업소', '캡', '치', '어', '하', '아', '놓', '았', '네요', '이', '거', '위자료', '받', '으려면', '어떻', '게', '하', '아야', '하', '는지', '설명', '좀', '하', '아', '주', '시', '어요', '강아지', '도', '캐', '엉기', '는', '게', '많', '고', '현장', '잡히', 'ㄴ', '걸', '라', '아마', '협의', '이혼', '하', 'ㄹ', '텐', '데', '그래도', '알', '아', '두', '려', '구', '요', '이혼', '은', '하', 'ㄹ', '겁', '니다']"
"['고릴라', '우리', '로', '떨어지', 'ㄴ', '소년']","['한', '엄마', '고릴라', '가', '양아치', '고릴라', '로부터', '인간', '아이', '를', '보호', '하', '아', '주', 'ㅁ']"
"['늘', 'ㄴ', '갈수록', '한계', '느끼', '어', '지', 'ㅁ']","['모니카', '가', '스우파', '화', '에서', '무대', '세', '번', '만', '하', '면', '레', '파', '토리', '떨어지', 'ㄹ', '걸', '라는', '데', '진심', '개', '맞', '말', 'ㄹ', '춤', '은', '잘', '추기', 'ㄴ', '하', 'ㅁ', '완전', '딱딱', '맞', '고', '근데', '너무', '상업', '적', '이', 'ㄴ', '안무', '만', '하', 'ㅁ', '아이돌', '들', '이', '시상식', '에서', '하', 'ㄹ', '법', '하', 'ㄴ', '춤', '들', '이', 'ㅁ', '그러다가', '예리', '비', '보잉', '추', '고', '멋있', '고', '간지', '나기', 'ㄴ', '하', '는데', '항상', '똑같', '음', '예술', '성', '이나', '희열', '감', '같', '은', '게', '안', '느끼', '어', '짐', '근데', '기술', '적', '으로', '조카', '잘', '추', '는', '건', '리', '정도', '개인', '으로', '는', '개', '쩌', 'ㄹ', '고']"
"['코로나', '확진', '연대', '생', '눈물', '의', '동선']",[]
"['엔', '시티', '엔', '시티', '드림', '성적', '비교']","['멜론', '발매', '시간', '다르', '아서', '공평', '하', '게', '발매', '시간', '시점', '을', '기준', '으로', '비교', '차트', '금시', '발매', '엔', '드림', '차트', '월', '시', '발매', '시간', '이용자', '수', '드림', '시간', '하트', '수', '드림', '결과', '드림', '이', '음원', '앞서', '는', '중', '음반', '은', '결과', '보', '아야', '되', '는데', '이', '앞서', 'ㄹ', '듯', '엔', '시티']"
"['스우파', '나가', '았', '으면', '잘', '하', '았', '을', '것', '같', '은', '아이돌']","['아이돌', '이미지', '제외', '하', '고', '춤', '실력', '만', '보', '았', '으면', '누구', '가', '잘', '하', '았', '을', '것', '같', '음', '나', 'ㄴ', '전', '소연', '한', '표', '서치', '좀', '걸', 'ㄹ께', '여자', '아이들', '방탄소년단', '엑소', '세븐틴', '엔', '시티', '하이라이트', '샤이니', '뉴이스트', '투', '바투', '더', '보', '이즈', '스트레이', '키즈', '몬스타', '엑스', '엔', '하', '이프', 'ㄴ', '씨', '아이', '엑스', '에', '이비', '식스', '크', '래', '비티', '빅', '톤', '위너', '아이콘', '트레', '저', '슈퍼주니어', '투피엠', '티오', '원', '드', '리피', 'ㄴ', '온', '앤', '오프', '펜타곤', '베리', '베리', '원', '어스', '골든', '차일', '드', '데이', '식스', '에이티즈', '비', '투', '비', '블랙', '핑크', '트', '오', '아', '이스', '레드벨벳', '마마무', '있', '지', '에', '스파', '오마이걸', '스테이', '씨', '아이즈', '원', '에', '버', '글로우', '소녀시대', '위키', '미키', '브레이브걸스', '우주소녀', '로켓', '펀치', '에', '이', '핑크', '러블리즈', '여자친구', '이', '달', '의', '소녀', '프로', '미스', '나인', '위클', '리', '드림', '캐', '어', '치', '어']"
"['프듀', '장원영', '최근', '장원영']","['프듀', '원영', '최근', '원영', '최근', '원영', '추', '프듀', '원영', '반', '난', '최근', '얼굴', '분위기', '가', '되', '게', '고급', '스럽', '어', '지', 'ㅁ']"
