제목 형태소	본문 형태소
['너', '네', '개', '친한', '친구', '가']	['뭐', '조금', '이라도', '잘', '되면', '이건', '정말', '하나님', '이', '주신', '기회', '다', '하나님', '감사합니다', '이러고', '날씨', '좋으면', '하나님', '최고', '이러는', '애가', '있는데', '어떨', '것', '겉음', '그리고', '또', '너', '네', '한테', '전도', '를', '하려고', '해', '너', '네', '같으면', '손절침']
['추가', '큰', '아빠', '가', '할머니', '이', '제', '울', '아빠', '보고', '모', '시', '래', '요']	['추석', '다가오니', '아빠', '에게', '큰', '아빠', '전화', '가', '왔어요', '통화', '후', '아빠', '표정', '보니', '안', '좋아서', '물어보니', '큰', '아빠', '가', '이번', '추석', '잘', '지내라는', '말', '과', '이제', '할머니', '우리', '더러', '모시', '라고', '했', '대요', '듣고있던', '엄마', '도', '놀라고', '저', '도', '놀라서', '더', '물어보니', '큰', '아빠', '가', '건강', '이', '너무', '안', '좋아져서', '회사', '도', '쉬', '고', '병원', '에', '가야', '한', '대요', '그래서', '할머니', '댁', '왔다', '갔다하며', '신경', '못', '쓴다고', '지방', '에', '혼자', '계신', '할머니', '돌보기', '어려우니', '이제', '저희', '아빠', '와', '다른', '작은', '아빠', '들', '이', '할머니', '병원', '모셔다니고', '집안일', '에도', '신경', '쓰고', '명절', '에도', '이제', '할머니', '댁', '좀', '가라', '고', '통보', '했', '대요', '날벼락', '떨어졌어요', '아빠', '가', '다른', '작은', '아빠', '들', '과', '얘기', '를', '해보고다', '들', '바쁘고', '형편', '도', '힘드니까', '통장', '만들고', '할머니', '병원', '비', '생활비', '공', '동부', '담하기로', '정', '했어요', '아직', '누가', '할머니', '병원', '모시', '고', '다닐지는', '안', '정', '했어요', '대충', '정해진', '비용', '문제', '를', '큰', '아빠', '에게', '전달', '했어요', '그런데', '큰', '아빠', '는', '할머니', '병원', '비', '생활비', '그동안', '혼자', '부담', '했다고', '안', '내겠', '대요', '아빠', '가', '당황', '해서', '형제', '들', '같이', '부담', '해야하는거', '아니냐', '고우리', '집', '형편', '도', '이야기', '했더니', '그럼', '그동안', '혼자', '부담', '한', '병원', '생활비', '계산', '해서', '보내줄테니', '형제', '들', '이', '큰', '아빠', '몫', '빼고', '나눠서', '이체', '해달', '래', '요', '당연히', '아빠', '는', '말', '이', '안되는', '소리', '니까', '약간', '다툼', '이', '오간거', '같아요', '그', '후', '에', '큰', '아빠', '가', '그럼', '돈', '내기', '싫으면', '본인', '이', '하는것처럼', '주말', '마다', '아픈', '할머니', '댁', '가서', '보살피고', '회사', '연', '차내', '서', '병원', '챙기고', '하래', '요', '이', '것', '도', '말', '이', '안되잖아요', '어떻게', '서울', '에서', '지방', '까지', '주말', '마다', '가나', '요', '아빠', '가', '화가', '나서', '뭐라고', '했나', '봐요', '그랬더니', '큰', '아빠', '가', '그럼', '땅', '은', '받아', '갔으면서', '할', '도리', '는', '하지도', '않을거냐고', '본색', '을', '드러냈어요', '무슨', '년', '동안', '명절', '에', '오지', '도', '않으면서', '궁', '시렁', '할머니', '가', '아파도', '모른', '척', '한다고', '궁', '시렁', '괜히', '아빠', '에게', '뭐라고', '하는거', '같아요', '예전', '에', '시골', '천평', '땅', '큰', '아빠', '가', '혼자', '물려', '받아서', '아빠', '가', '화나서', '형제', '들', '총', '대매', '고', '나선', '끝', '에', '그', '땅', '분할', '상속', '받았어요', '그런데', '그', '얘기', '하면서', '땅', '도', '받아놓고', '명절', '에도', '안오냐고', '할머니', '왜', '안', '챙기냐고', '큰', '아빠', '가', '화', '낸', '대요', '그럴꺼면', '처음', '부터', '혼자', '땅', '먹지말던가요', '너무', '속보', '이지', '않나요', '이러다', '꼼짝', '없이', '아빠', '가', '고생', '하실것', '같아요', '대책', '공유', '해주세', '요추', '가', '기출', '변형', '입니다', '큰', '아빠', '가', '저희', '아빠', '세', '요', '저희', '아빠', '기준', '에서', '썼더니', '댓글', '한', '개', '달린', '내', '용이', '너', '네', '는', '호구', '니까', '당해도', '싸다라며', '아빠', '욕', '하는', '댓글', '이', '많아서', '기출', '변형', '으로', '다시', '작성', '하였습니다', '작은', '아빠', '들', '작은', '엄마', '들', '제발', '명절', '에', '애', '들', '만', '보내지', '마세요', '그것', '도', '용돈', '주는', '설날', '에만', '주로', '오네요', '그리고', '명절', '당일', '에', '와서', '밥', '만', '먹고', '생색', '내고', '가지', '마세요', '그리고', '우리', '집도', '돈', '없는거', '뻔히', '알면서', '왜', '할머니', '병원', '비는', '관심', '도', '없으세요', '그럴려고', '땅', '분할', '상속', '해달라고', '화', '낸거에요', '땅', '분할', '상속', '받았으면', '좀', '명절', '에', '전화', '라도', '하세요', '명절', '에', '안', '온', '지', '벌써', '년도', '넘었어요', '땅', '도', '받아놓고', '너무', '모르', '쇠', '하네요']
['얘', '네', '키', '차이', '아냐']	['범규', '연', '준', '아니냐', '근데', '왤케', '많이', '차이나는', '거', '겉', '냐', '모', '냐', '왜', '사진', '에', '따라서', '키', '가', '다르게', '나오는', '거', '같지']
['헐', '슈화', '가', '수진', '언급']	['수', '수진', '언급', '하려다가', '못', '한듯', '잠깐', '울컥', '멈칫', '하', '다가', '소연', '언니', '요', '아이', '들', '전', '소연', '우기', '슈화', '원본']
['카리나', '리', '정이', '로', '잘린', '한테', '선물', '줌']	['에스', '파는', '로', '잘린', '맘속', '에', '들어간', '적', '없다고', '하던', '애', '들', '이랑', '와지', '엑스', '원트', '이', '간질', '하던', '애', '들', '다', '들어가']
['헐', '니', '들', '주', '학년', '이', '거', '봄']	['우리', '주', '학년', '님']
['내', '가', '수진', '이', '라면', '탈퇴', '까지', '한', '마당', '에']	['자기', '스스로', '탈퇴', '까지', '했는데', '끝', '까지', '억울함을', '호소', '하는', '거', '라면', '정말', '진짜', '억울한게', '맞다고', '생각', '됨', '탈퇴', '까지', '한', '마당', '에', '진짜', '학폭', '을', '했다면', '뭐', '가', '아쉬울게', '있어서', '억울함을', '호소', '하겠음', '근데', '이', '기본', '적', '인', '생각', '도', '하지', '못', '하고', '내다', '탈퇴', '학폭', '인정', '이러는', '애', '들', '은', '진짜', '논리', '야', '뭐', '하니', '책', '으로', '대가리', '다', '갈겨', '버리고', '싶음']
['현대', '도', '개', '웃기', '네', '걍', '방탄', '자랑', '을', '하고', '싶은', '거임']	['차', '하나', '도안', '보임', '방탄', '만', '앞', '에서', '반짝반짝', '빛남']
['방탄', '이', '게', '머선', '일이', '야']	['셔츠', '소년단', '이다']
['방탄', '유엔', '연설', '요약']	['미래세', '대', '이야기', '를', '전하', '기', '위해', '이', '자리', '에', '옴', '코로나', '로', '인해', '잃어버린', '것', '들', '에', '대한', '애도', '가', '필요했고', '그동안', '당연하다고', '여겼던', '순간', '의', '소중함을', '깨', '달았음', '년', '동안', '자연', '을', '느끼고', '가꾸며', '그', '시간', '들', '을', '더', '특별하게', '여김', '지금', '을', '잘', '살아가자', '고', '외치', '고', '환경문제', '를', '개선', '하고자', '하는', '사람', '들', '이', '많음', '이', '문제', '에', '대한', '해답', '을', '찾기', '위', '한', '시간', '이', '있을', '것', '이며', '함께해', '나가길', '바람', '지금', '의', '대', '대들에게', '로스트', '제', '너', '레이', '션', '이', '아닌', '웰컴', '제', '너', '레이', '션', '이라는', '타이틀', '이', '더', '잘', '어울린다고', '생각', '함', '변화', '에', '겁', '먹기', '보단', '웰컴', '이라고', '말', '하면서', '앞', '으로', '걸어', '나가는', '세대', '라는', '의미', '변화', '앞', '에서', '어떤', '선택', '을', '하느냐', '가', '중요', '방탄', '은', '코로나', '에', '맞서기', '위해', '명', '모두', '백신', '이라는', '변화', '를', '선택', '함', '그게', '바로', '방탄', '이', '기다리는', '아미', '들', '을', '만나고이', '자리', '에', '오기', '위해', '우리', '가', '지금', '할', '수', '있는', '것', '들', '을', '하는', '중', '이라고', '설명', '함', '얼굴', '을', '마주', '할', '날', '도', '멀지', '않은', '것', '같다며', '그', '때', '까지', '모두', '긍정', '적', '인', '에너지', '로', '일상', '을', '채워', '나가자고', '함']
['방탄', '이', '사진', '이', '이다']	['미쳣', '네']
['미국', '경기장', '들', '방탄', '노래', '연주', '마스크']	['미국', '미식축구', '경기장', '에서', '울리는', '마칭', '밴드', '방탄', '노래', '진행자', '가', '마침내', '정상', '적', '인', '삶', '으로', '복귀', '한', '것', '을', '축하', '한다면서', '마칭', '밴드', '소개', '방탄', '의', '퍼', '미션', '투', '댄스', '연주', '함', '백신', '맞으면', '마스크', '안', '써도', '된대', '마스크', '의무', '아냐', '여기는', '방탄', '의', '버터', '조단', '헤어', '스타디움', '미식축구', '경기', '중', '방탄', '버터', '연주', '다', '최근', '임']
['방탄', '은', '걍', '앞', '으로', '정장', '입지', '마라']	['너무나', '새신랑', '같아서', '이', '빠순이', '심장', '이', '남아나질', '않는다']
['수진', '진짜', '이', '상', '하긴', '해']	['어떻게', '증거물', '이', '하나', '도', '없을수가', '있냐', '오토바이', '타고', '수금', '하고', '댕기', '고', '협박', '문자', '돌렸음', '문자', '캡처', '해', '논거', '라던가', '하나', '쯤', '은', '있어야', '되지', '않아']
['방탄', '이', '거', '눈물난다고']	[]
['이', '년', '저년', '며느리', '년', '들']	['이번', '추석', '에', '작은', '엄마', '들이', '못', '오셨어요', '동생', '들', '이', '아직', '어리고', '동생', '들', '구', '욤쪼그맹', '이', '들', '친', '할머니', '댁', '이', '조금', '위험', '지역', '이', '거든요', '저희', '아빠', '가', '장남', '이신', '지라', '작은', '아빠', '들', '절대', '못', '오게', '하셨고', '혼자', '계신', '할머니', '께', '아침', '상', '차려', '밥', '만', '먹는다고', '통보', '를', '하셨죠', '할', '머닌', '이', '게', '뭔', '소린', '가', '긴가', '민가', '하셨다가', '어제', '진짜', '작은', '집을이', '안', '오자', '욕', '을', '하기', '시작', '하셨어요', '이', '년', '이나', '저', '저년', '이나', '고모', '다', '필요없고', '며느리', '년', '들', '이', '안', '와서', '조상', '볼', '면목', '이', '없다고요', '며느리', '년', '울', '엄마', '는', '제', '가', '며느리', '랑', '손녀', '딸', '듣는데서', '욕', '좀하지', '마시라고', '무식한거', '자랑', '하냐시니', '저', '보고', '망할', '년', '육시랄', '년', '이라', '하셨어요', '육시랄', '년', '검색', '해보니', '와', '어마', '무시', '한', '욕', '이네', '요', '고대로', '아빠', '한테', '가서', '일렀어요', '울', '아빠', '울', '그', '락', '불그락', '하셔서', '할머니', '랑', '방', '에', '들가셔서', '한바탕', '하시고', '이', '달', '부터', '년', '에', '번', '있던', '제사', '번', '으로', '줄', '이고', '명절', '은', '아침', '밥', '만', '먹고', '파', '하는거로', '할머니', '들어', '누', '우셨다가', '지금', '아침', '드시네요', '하여튼', '할머니', '이길', '사람', '은', '장남', '인', '아빠', '뿐', '인걸', '로', '근데', '욕', '을', '참', '많이', '알', '고', '계시네요', '울', '할머니']
['방탄소년단', '오늘', '자']	['정국', '진', '뷔', '슈가', '제이', '홉', '알엠', '지민', '방탄']
['여자', '들', '아', '잘', '때']	['위', '에', '속옷', '안', '입고', '잠', '나', '여태', '입고', '잒는데', '친구', '가', '이상한', '취급', '해']
['우리', '박지민', '애기', '떨렷', '나', '봄']	['갠찮', '다', '귀여우면', '다다']
['반', '반', '결혼', '생각', '해봤어']	[]
['틱톡', '진짜', '웃기', '네']	['남고', '에', '여자', '가면', '생기는', '일이', '래']
['빨간', '날', '추가', '요금', '받아야', '한다는', '어느', '네일', '카페', '회원']	['그', '와중', '에', '노란색', '일침', '갑', '일침', '맞고', '급발진']
['아', '우기', '개웃', '김']	['이', '짤', '볼때', '마다', '빵터짐', '우기', '조카', '귀엽다']
['로제', '는', '여자', '팬', '들', '이', '엄청', '많은', '듯']	['물론', '남자', '도', '많지만', '다른', '멤버', '들', '에', '비', '해서', '여자', '팬', '비율', '이', '훨', '많은듯']
['태용', '왕', '따고', '연예인', '친구', '없는', '이유', '가', '이', '거', '라', '던데']	['여', '돌', '뮤비', '보고', '도', '이상한', '얘기', '하고', '그래서', '왕따', '라', '던데', '찐', '임', '그나마', '하나', '있는', '연예인', '친구', '는', '햄스터', '유리', '병', '에', '넣고', '깼다고', '하고', '인성', '특히', '재민', '해찬', '이', '얘', '싫어한다던데']
['수진', '수금', '건', '마니', '또', '동창', '인증', '분', '한테', '디엠', '답변', '받은', '적', '있음']	['별', '내용', '은', '아니고', '옛날', '에', '판', '에', '올렸다', '구라', '라고', '욕먹었는데', '요즘', '사건', '다시', '올라오는거', '보고', '걍', '올려', '봄', '참고', '로', '이분', '은', '패딩', '때', '모순', '지적', '하고', '생', '기부', '인증', '올렸고', '갑자기', '계폭', '했는데', '판', '에', '물어보니까', '수진', '쉴드치다', '욕먹고', '계폭', '했단', '소리', '있음', '걍', '들은', '거', '확실', '동창', '인증', '하', '신분', '얘기', '니까', '도움', '됐음', '해서', '올려', '봄', '수금', '관련', '해서', '사실', '아니라고', '답변', '받음']
['방탄', '이', '사진']	['정국', '이', '석', '진', '이', '따', '봉', '못', '하게', '힘주고있음', '전정국', '장', '꾸', '표정']
['체리', '장', '구독', '하고', '일', '등', '시민권', '얻자']	['체리', '장', '의', '노래', '대왕', '트래블', '세상', '에서', '가장', '중요한', '것', '은', '무엇', '일까', '요', '가족', '친구', '연인', '땡', '입니다', '정답', '은', '바로', '돈', '이지', '요', '여전히', '가난하신가요', '그렇다면', '잘', '찾아오셨습니다', '대왕', '트래블', '추억', '이', '많아야', '진정한', '부', '자란거', '너', '는', '그거', '알', '고', '있니난', '이제', '부자', '된다', '여행', '으로', '재벌', '된다', '대왕', '트래블', '추억', '이', '많아야', '진정한', '부', '자란거', '너', '는', '그거', '알', '고', '있니난', '이제', '부자', '된다', '여행', '으로', '재벌', '된다', '대왕', '트래블', '네', '거기', '그', '대왕', '트래블', '이', '죠', '사장', '좀', '바꿔주세요', '안', '돼요', '사장', '님', '안', '계', '세', '요', '예', '예', '추억', '이', '많아야', '진정한', '부', '자란거', '너', '는', '그거', '알', '고', '있니난', '이제', '부자', '된다', '여행', '으로', '재벌', '된다', '대왕', '트래블', '거기', '대왕', '트래블', '이', '죠', '사장', '좀', '바꿔주세요', '안', '돼요', '사장', '님', '안', '계', '세', '요', '추억', '이', '많아야', '진정한', '부', '자란거', '너', '는', '그거', '알', '고', '있니난', '이제', '부자', '된다', '여행', '으로', '재벌', '된다', '대왕', '트래블', '야', '거기', '대왕', '트래블', '이지', '니', '네', '사장', '좀', '바꿔', '봐라', '안', '돼요', '사장', '님', '안', '계', '세', '요', '야', '니', '내', '가', '누군지', '아', '나안', '돼요', '사장', '님', '안', '계', '세', '요', '니', '내', '가', '누군지', '체리', '장', '의', '유튜브', '채널', '오빠', '들', '체리', '장', '유튜브', '를', '구독', '하면', '일등', '시민권', '을', '얻을', '수', '있어요', '하늘나라', '에선', '공부', '할', '필요', '도', '노동', '할', '필요', '도', '없습니다', '흑인', '백인', '모두', '가', '한국어', '를', '쓰게', '됩니다', '체리', '장', '구독', '후', '하늘나라', '가서', '부귀', '영화', '누리', '자']
['오늘', '의', '김태형', '유엔', '연설', '결론']	['네', '동의', '합니다']
['이', '게', '될까', '초', '호화', '게스트', '라인업']	['웅장', '이', '들의', '이', '게', '될까', '멜론', '스테이션', '에서', '보고싶은', '게스트', '라인업', '을', '준비', '함', '브랜뉴', '울림', '소속사', '대표', '님', '들', '장준', '아', '이건', '우리', '가', '싫어', '골든', '차', '일드', '장준', '골든', '차일', '드는', '했잖아요', '에이', '비식스', '웅', '이제', '나와야죠', '러블리즈웅', '장준', '이랑', '같은', '식구잖아요', '한림', '예고', '갓세븐', '유겸', '펜타곤', '키노', '엡', '식', '전웅', '온', '리', '원', '오브', '유정', '조', '승연', '웅', '물어볼게요', '재재', '장준', '이분', '은', '야니', '가', '도와주세요', '빅톤웅', '수비니', '수빈', '이', '한테', '물어볼게요', '온', '앤', '오프', '웅', '제', '이', '어스', '형', '한테', '물어볼게요', '투바', '투', '투모로우', '바이', '투게더', '장준', '영택', '이랑', '친해요', '웅', '대', '휘', '랑', '도', '친해서', '더보이즈', '장준', '돼요', '돼요', '웅', '아는', '사이', '에요', '장준', '친해요', '에스에프', '나인', '웅', '아', '제', '가', '인성', '이', '형', '알아요', '스키', '즈', '스트', '레이키', '즈', '웅', '아', '방찬', '이', '알아요', '그', '외로', '남우현', '김재환', '정세운', '황민', '현', '트', '레저', '드리', '핀', '등등', '등꼭', '다', '섭외', '했으면', '좋겠다', '다', '보고싶어전', '웅', '이', '장준', '이', '게', '될까', '많', '관부', '이번', '주', '게스트', '는', '이영지', '님', '이래']
['방탄', '유엔', '연설', '하는데', '단', '톡방', '방탄', '욕', '하', '는', '애', '들', '개', '많음']	['어이', '가', '없어서', '방탄', '이', '왜', '저기', '서', '연설', '하냐', '부터', '마스크', '안', '썼다고', '까고', '있음', '유엔', '연설', '한', '곳', '은', '미국', '인데', '한국', '하고', '똑같냐고', '방역', '수', '칙', '왜', '안', '지키냐', '개념', '없다', '부터', '온갖', '욕', '올라오고', '있음', '지금', '글', '쓰는', '와중', '에도', '올라오고', '있는데', '너무', '더러워서', '맘', '같아서', '캡쳐', '해서', '올리고', '싶은데', '안', '올림', '까는거', '보면', '수준', '떨어지는것', '같고', '아까는', '외교관', '되려고', '공부', '하는', '사람', '이', '얼마나', '많은데', '방탄', '이', '기회', '를', '박탈', '시킨다', '개', '나소', '나', '외교관', '되네', '하고', '어이없어서', '웃음', '밖에', '안', '나온다', '방탄', '화이팅']
['오징어', '게임', '설리', '닮은', '배우']	['는', '배우', '이', '유미', '님', '연기', '너무', '잘하', '심', '반했어', '전소민', '설리', '느낌', '낭낭']
['방탄', '뷔', '비율']	['개', '좋음', '슬렌', '더', '하이브', '뷔', '김태형', '방탄']
['방탄', '하루', '치', '스케쥴', '봐']	['일요일', '에', '미국', '도착', '방탄소년단', '하루', '치', '스케', '줄퍼', '투', '댄', '무대', '사전', '녹화', '대한민국', '특사', '로', '유엔', '연설', '귀인', '들', '과의', '미팅', '문', '대통령', '과', '인터뷰', '영', '부인과', '멧뮤지엄', '에', '한국', '예술가', '정해', '조', '님', '의', '옻칠', '전달', '하기', '이', '걸', '하루', '만에', '다', '함', '근데', '계속', '트위터', '와', '주는거', '고마움']
['우리', '반', '남자', '애', '들', '이', '나', '싫어함']	['같은', '반', '애', '들', '한테', '물어봤는데', '나', '무섭게', '생겼단다', '답정너', '니', '뭐', '니', '니', '들', '알아서', '생각', '해', '진짜', '궁금해서', '물어봤던건데', '너', '네', '진짜', '꼬였다', '무슨', '내', '가', '예쁘다는', '소릴', '듣고싶어하냐고', '니넨', '예쁘단', '소리', '듣고', '싶을', '때', '같은', '반', '남자', '애', '들', '한테', '배척', '당하는', '썰', '푸냐', '진짜', '지랄', '났', '네', '발', '그리고', '내', '가', '예뻤으면', '모', '솔이', '아니겠지', '생각', '하니까', '개', '빡치네', '이유', '알려', '준', '애', '들', '은', '고맙고', '꼬인', '애', '들', '은', '그냥', '쭉', '그렇게', '사셈']
['내', '기준', '안', '어울리는', '남돌']	['그', '저번', '에', '이런', '거', '투표', '한', '짤', '보고', '내', '맘대로', '생각', '해봄', '프니엘', '몬스타', '엑스', '규현', '투바', '투', '서은광', '비투비', '제노', '세븐', '틴', '구준', '회', '위너', '지성', '방탄소년단', '송', '형', '준', '더보이즈', '강승윤', '엑소', '슈가', '아스트로', '부', '승관', '스트', '레이', '키즈', '대성', '짤', '묻', '방']
['죄송한데', '제목', '만', '펑할게', '요', '작은', '후기', '추가']	['지금', '남편', '은', '집', '에', '가있고', '저', '는', '친정', '에', '와있어요', '결국', '연휴', '내내', '남편', '을', '대하', '는', '게', '미묘하게', '달라졌다', '보니', '남편', '이', '왜', '화냤냐', '고', '물어보게', '돼서', '통화', '했어요', '밥', '차려주길', '바란건', '맞는데', '도우미', '랑', '비교', '한', '거', '아니다', '그렇게', '오해', '하게', '했다면', '미안하다고', '했고', '아침', '저녁', '부담', '갖지', '말', '라고', '주말', '엔', '새벽', '에', '남편', '이', '다', '보겠다고', '했어요', '속상한', '부분', '다', '얘기', '하고', '나니', '속', '은', '시원합니다', '여기', '계', '신분', '들', '께서', '댓글', '달아주신', '것', '다', '읽어', '봤고', '너무', '감사합니다', '복', '받으세요', '앞', '으로도', '힘내', '볼게요', '안녕하세요', '현재', '육아휴직', '중', '으로', '개월', '아기', '키우고있는', '유부녀', '입니다', '최근', '자유', '부부', '시간', '에', '남편', '과', '대화', '를', '나누다', '충격', '먹은', '일이', '있었습니다', '결론', '은', '퇴근', '하고', '오면', '밥', '이', '딱', '차려져있거나', '차려', '줬음', '좋겠다는', '겁니다', '근데', '그걸', '얘기', '할', '때', '출산', '후', '에', '잠깐', '도움', '받았던', '산후', '도우미', '와', '비교', '했다는', '건데', '요', '산후', '도우미', '는', '아이', '도보', '면서', '밥', '도', '다', '차리는데', '뭐', '가', '어렵냐는', '뉘앙스', '였습니다', '저', '는', '너무', '어이', '가', '없어서', '산후', '도우미', '는', '직업', '이고', '도우미', '아주머니', '도', '아가', '가', '너무', '울', '땐', '나', '한테', '아기', '맡기고', '음식', '하는', '거', '라고', '얘기', '하니까', '아무', '대꾸', '가', '없긴', '했는데요', '수긍', '한', '건아', '니', '고', '그냥', '넘어간', '느낌이었습니다', '게다가', '아침', '도', '챙겨', '줬음', '좋겠다네요', '연애', '때', '아침', '을', '안', '먹는다고', '했었고', '신혼', '때', '는', '저', '도', '아침', '을', '못', '먹고', '출근', '했습니다', '그런데', '임신', '전', '회사', '가', '가까워져', '시간', '이', '생겼고', '그때', '간단하게', '계란후라이', '나', '사과', '같은', '것', '들', '을', '제', '가', '먹어', '야해서', '같이', '챙겨', '줬어요', '근데', '너무', '좋아하더라고요', '그리고', '출산', '직후', '에는', '새벽', '이', '너무', '힘들어서', '못', '챙겨', '줬습니다', '그러나', '요즘', '은', '비교', '적', '아가', '가', '일찍', '자고', '많이', '자', '는', '편인데요', '물론', '새벽', '시', '부터는', '두세', '차례', '깹니다', '제', '가', '육', '퇴', '시간', '을', '즐기다', '보니', '시', '쯤', '자', '면', '저', '는', '보통', '길어야', '세네', '시간', '만', '푹', '자', '는', '거', '예요', '근데', '남편', '은', '귀가', '어두워', '못', '일어나고', '저만', '잠', '을', '설쳐', '힘들지만', '남편', '이', '출근', '하는', '시간', '쯤', '아가', '가', '깨기에', '강제', '기상', '을', '하고있어요', '그러니', '자기', '출근', '할', '때', '아침', '을', '간단하게라도', '챙겨', '줬음', '좋겠다네요', '그동안', '새벽', '에', '애', '보는것에', '대해', '불만', '이', '없었는데', '너무', '억울한', '순간', '이었습니다', '요즘', '은', '주말', '에도', '보면', '아기', '가', '낮잠', '도', '많이', '자고', '하니', '어려워', '보이지', '않는다며', '자기', '는', '회사', '에', '있을', '때', '잠시', '도', '못', '쉰다면서', '제', '가', '지금', '육아', '에', '묶여있고', '힘들어하는', '것', '에', '대해', '전혀', '알아주지', '않는다는', '걸', '알', '게', '되었습니다', '저', '는', '사실', '남편', '이', '조금', '만', '더', '일찍', '일어나서', '오히려', '저', '를', '챙겨주길', '바랐었거든요', '그런데', '가장', '옆', '에서', '육아', '를', '보는', '남편', '이', '제', '가', '육아', '로', '고통', '받는', '걸', '알아주지', '않고', '쉽게', '여기', '고', '밥', '차려', '주길', '바라고', '산후', '도우미', '와', '비교', '했단', '사실', '이', '너무', '충격', '적', '이고', '결혼', '을', '잘', '못', '했다는', '생각', '이', '듭니', '다', '연애', '때', '도', '눈치', '챘어야', '했는데', '이미', '아이', '도', '있고', '아이', '는', '너무', '사랑스럽고', '어떡해야하나요', '그냥', '그까짓', '요리', '해줘', '버릴까', '요', '그리고', '요새', '들어', '남편', '이', '제', '가', '전업', '하길', '희망', '하네요', '원래', '는', '안', '그랬는데', '아이', '를', '돌봐주길', '바란다고', '인정', '하더라구요', '회사', '에', '큰', '미련', '이', '없어', '복직', '을', '하고싶지', '않긴', '했지만', '막상', '이렇게', '되니', '이렇게', '가부장', '적', '인', '사람', '에게', '전', '업주', '부로', '사는', '삶', '이', '과연', '괜찮을지', '걱정', '도', '되고', '남편', '이', '저런', '생각', '을', '해왔다는', '사실', '에', '잠못', '이루고', '아기', '는', '너무', '예뻐서', '이혼', '까지는', '생각', '하기', '어렵고', '몰래', '눈물', '흘리는', '요즘', '입니다', '어떡하죠']
['리사', '외', '퀴', '가지', '고', '만', '뭐라', '하는', '거', '어이', '없음']	['런닝맨', '에', '블핑', '나왔을', '때', '게임', '중', '에', '전소민', '이', '지수', '발', '로', '밀었다고', '지', '수', '외퀴', '들', '이', '전소민', '인스타', '테러', '함', '문제', '의', '장면', '인데', '문제', '같지도', '않음', '이', '거', '월트', '올리면시', '항의', '하고로', '제', '솔로', '데뷔', '이틀', '전', '에', '트럭', '대보내서', '사옥', '싸', '메고', '함왜', '맨날', '리사', '외퀴한테', '만', '뭐라하는지', '어이없음', '블랙', '핑크', '지수', '제니', '로제', '리사', '에스', '파', '카리나', '윈터', '지젤', '닝닝', '레드', '벨벳', '아이린', '슬기', '웬디', '조이', '예리', '트와이스', '나연', '지', '효', '미나', '정연', '사나', '모모', '다현', '채영', '쯔위']
